t (ms);Axis_1 [1] Default\P-Parameter\P-0-0065 Absolute voltage value, actual value(V eff);Axis_1 [1] Default\P-Parameter\P-0-0067 Phase current U, actual value(A);Axis_1 [1] Default\P-Parameter\P-0-0068 Phase current V, actual value(A);Axis_1 [1] Default\S-Parameter\S-0-0380 DC bus voltage(V)
406;33,3;0,159;0,317;561,8;
406,5;32,3;0,067;0,308;561,6;
407;32,1;-0,014;0,322;561,4;
407,5;34,1;-0,067;0,454;561,3;
408;29,6;-0,157;0,533;561,1;
408,5;31,8;-0,145;0,335;561,1;
409;23,5;-0,336;0,633;564;
409,5;16,6;-0,491;0,74;563,8;
410;15,8;-0,617;0,774;563,6;
410,5;16;-0,594;0,629;563,4;
411;18,5;-0,705;0,615;563,3;
411,5;17,1;-0,787;0,574;563,1;
412;16,9;-0,721;0,445;562,9;
412,5;17;-0,761;0,338;562,7;
413;22,5;-0,676;0,177;562,5;
413,5;27,7;-0,54;0,058;562,3;
414;29,4;-0,472;-0,019;562,1;
414,5;31,2;-0,409;-0,101;561,9;
415;33;-0,286;-0,174;561,8;
415,5;30,8;-0,288;-0,246;561,7;
416;31,1;-0,21;-0,354;561,5;
416,5;24,6;-0,122;-0,452;561,3;
417;23,9;-0,044;-0,533;561,1;
417,5;20,6;0,036;-0,702;561;
418;15,6;0,174;-0,802;560,8;
418,5;13,7;0,282;-0,845;560,8;
419;15,6;0,408;-0,825;564,4;
419,5;13,1;0,62;-0,961;564,2;
420;15,9;0,639;-0,774;563,9;
420,5;23,1;0,581;-0,569;563,8;
421;29,5;0,596;-0,51;563,5;
421,5;26,3;0,7;-0,518;563,3;
422;31,5;0,537;-0,322;563,1;
422,5;32,7;0,517;-0,218;562,9;
423;36,3;0,508;-0,15;562,7;
423,5;34,9;0,435;-0,034;562,6;
424;28,8;0,45;-0,003;562,4;
424,5;25;0,461;0,111;562,1;
425;21,8;0,564;0,264;562;
425,5;19,4;0,376;0,364;561,8;
426;19,4;0,298;0,41;561,6;
426,5;21,4;0,185;0,532;561,3;
427;16,5;0,08;0,699;561,2;
427,5;17,3;-0,057;0,704;561;
428;22,5;-0,133;0,625;560,8;
428,5;28,6;-0,255;0,678;560,8;
429;26,6;-0,378;0,745;564,1;
429,5;32,4;-0,278;0,402;563,9;
430;35,9;-0,37;0,425;563,7;
430,5;31,3;-0,565;0,575;563,5;
431;30,6;-0,493;0,429;563,2;
431,5;26,7;-0,539;0,358;563,1;
432;24,5;-0,68;0,388;562,9;
432,5;20,1;-0,754;0,299;562,7;
433;12,1;-0,829;0,224;562,5;
433,5;12,7;-0,648;0,092;562,3;
434;13;-0,829;-0,003;562,1;
434,5;13,2;-0,67;-0,145;561,9;
435;18,6;-0,448;-0,211;561,8;
435,5;24,3;-0,328;-0,299;561,7;
436;26,1;-0,245;-0,351;561,4;
436,5;26,8;-0,14;-0,463;561,3;
437;28,9;-0,019;-0,455;561,1;
437,5;34,9;0,032;-0,367;561,1;
438;34,9;0,126;-0,465;560,7;
438,5;29;0,224;-0,607;560,8;
439;22,6;0,284;-0,527;564,4;
439,5;21;0,396;-0,641;564,2;
440;20,3;0,608;-0,768;564;
440,5;19,1;0,619;-0,603;563,7;
441;18,5;0,622;-0,518;563,6;
441,5;21,4;0,631;-0,445;563,4;
442;18,4;0,801;-0,443;563,2;
442,5;17,6;0,717;-0,301;563,1;
443;24,7;0,444;-0,12;562,9;
443,5;29,6;0,447;-0,046;562,8;
444;29,4;0,483;0,015;562,5;
444,5;30,8;0,298;0,08;562,3;
445;33,6;0,226;0,131;562,1;
445,5;32,8;0,227;0,24;562,1;
446;29,6;0,167;0,323;561,8;
446,5;22,8;0,068;0,322;561,7;
447;20,1;0,056;0,523;561,5;
447,5;14;-0,039;0,73;561,3;
448;11,1;-0,181;0,692;561,1;
448,5;10,8;-0,281;0,759;561,1;
449;11,8;-0,4;0,845;564;
449,5;11,7;-0,508;0,806;563,9;
450;17,7;-0,443;0,575;563,6;
450,5;25,1;-0,448;0,449;563,5;
451;30,9;-0,483;0,427;563,3;
451,5;27,2;-0,5;0,339;563,2;
452;31,3;-0,306;0,166;563,1;
452,5;32,9;-0,404;0,187;562,9;
453;29;-0,438;0,091;562,7;
453,5;27,7;-0,332;-0,006;562,6;
454;21,9;-0,39;-0,037;562,3;
454,5;17,3;-0,532;-0,111;562,2;
455;11,7;-0,511;-0,247;562,1;
455,5;13,7;-0,316;-0,315;561,9;
456;17,7;-0,277;-0,363;561,8;
456,5;18,9;-0,166;-0,512;561,7;
457;17,6;-0,053;-0,491;561,5;
457,5;21;0,012;-0,455;561,5;
458;27,9;0,12;-0,479;561,3;
458,5;28,9;0,24;-0,607;561,2;
459;29,2;0,23;-0,39;564,3;
459,5;34,5;0,202;-0,255;564,1;
460;30,5;0,408;-0,472;563,9;
460,5;30,1;0,454;-0,423;563,7;
461;28,8;0,364;-0,301;563,6;
461,5;25,8;0,481;-0,32;563,4;
462;17,6;0,748;-0,44;563,2;
462,5;14,7;0,71;-0,303;563,1;
463;12,5;0,692;-0,189;562,9;
463,5;11,2;0,723;-0,096;562,8;
464;16,2;0,685;-0,025;562,6;
464,5;15,1;0,595;0,098;562,4;
465;22,9;0,387;0,184;562,2;
465,5;33,2;0,187;0,192;562,1;
466;31,8;0,177;0,354;561,9;
466,5;32,9;0,083;0,322;561,7;
467;31,6;0,009;0,332;561,5;
467,5;32,8;-0,053;0,459;561,3;
468;30,9;-0,148;0,492;561,2;
468,5;29;-0,2;0,487;561,1;
469;24,5;-0,311;0,564;564,1;
469,5;18,2;-0,471;0,767;563,8;
470;18,3;-0,579;0,725;563,7;
470,5;15,8;-0,632;0,687;563,4;
471;19,8;-0,626;0,581;563,3;
471,5;20,7;-0,715;0,538;563,1;
472;16,3;-0,806;0,48;562,9;
472,5;16,8;-0,724;0,346;562,8;
473;24,5;-0,632;0,187;562,6;
473,5;28,2;-0,556;0,038;562,4;
474;29,5;-0,451;-0,024;562,2;
474,5;32,9;-0,374;-0,106;562;
475;33,3;-0,308;-0,168;561,9;
475,5;32,7;-0,277;-0,249;561,7;
476;29,4;-0,219;-0,332;561,5;
476,5;25,8;-0,122;-0,439;561,4;
477;23,1;-0,046;-0,583;561,1;
477,5;20,1;0,036;-0,747;561;
478;16,4;0,177;-0,755;560,8;
478,5;13,1;0,328;-0,86;560,8;
479;14;0,45;-0,904;564,2;
479,5;12,6;0,607;-0,956;564;
480;17,6;0,608;-0,699;563,7;
480,5;22,6;0,62;-0,634;563,5;
481;27,4;0,612;-0,55;563,4;
481,5;26;0,717;-0,502;563,2;
482;32,3;0,549;-0,304;563;
482,5;32,8;0,472;-0,187;562,7;
483;38;0,476;-0,16;562,5;
483,5;34,3;0,475;-0,029;562,3;
484;27,3;0,446;0,009;562,2;
484,5;24,9;0,476;0,078;562,1;
485;23,5;0,564;0,259;561,8;
485,5;19,2;0,391;0,375;561,6;
486;18,5;0,309;0,419;561,4;
486,5;21,5;0,149;0,557;561,2;
487;18,8;0,057;0,717;561;
487,5;16,6;-0,044;0,709;560,7;
488;23,9;-0,131;0,605;560,6;
488,5;28,9;-0,248;0,656;560,6;
489;26,9;-0,37;0,705;564,1;
489,5;31,2;-0,333;0,489;564;
490;35,6;-0,346;0,441;563,8;
490,5;32,8;-0,486;0,488;563,6;
491;30,1;-0,553;0,488;563,3;
491,5;27,2;-0,547;0,391;563,1;
492;23,9;-0,701;0,421;563;
492,5;21;-0,715;0,328;562,8;
493;15,4;-0,78;0,237;562,6;
493,5;10,1;-0,814;0,103;562,3;
494;11,7;-0,73;-0,001;562,3;
494,5;16,9;-0,656;-0,121;562,1;
495;18,2;-0,496;-0,275;561,8;
495,5;24,9;-0,286;-0,264;561,8;
496;25,9;-0,254;-0,354;561,5;
496,5;26,7;-0,146;-0,464;561,5;
497;30,4;-0,03;-0,415;561,2;
497,5;32,9;0,043;-0,392;561,1;
498;33,6;0,1;-0,469;560,9;
498,5;31,9;0,252;-0,597;561;
499;24,2;0,269;-0,503;564,3;
499,5;21,1;0,405;-0,62;564,2;
500;19,1;0,632;-0,808;564;
500,5;18,8;0,595;-0,615;563,8;
501;17,8;0,605;-0,503;563,5;
501,5;17,2;0,732;-0,53;563,4;
502;17,2;0,831;-0,482;563,2;
502,5;16,4;0,717;-0,305;563;
503;23,6;0,464;-0,138;562,9;
503,5;28,6;0,562;-0,101;562,7;
504;26,1;0,559;0,001;562,6;
504,5;32;0,223;0,054;562,3;
505;34,3;0,242;0,136;562,2;
505,5;32,2;0,25;0,237;562;
506;30,3;0,18;0,294;561,9;
506,5;25,8;0,072;0,325;561,6;
507;21,3;0,038;0,45;561,5;
507,5;18,6;-0,029;0,643;561,3;
508;10,5;-0,165;0,77;561,2;
508,5;11;-0,235;0,688;561,1;
509;12,4;-0,409;0,82;564,1;
509,5;14,1;-0,515;0,775;563,9;
510;17,2;-0,472;0,591;563,8;
510,5;24,7;-0,413;0,44;563,5;
511;28,4;-0,501;0,401;563,4;
511,5;27;-0,532;0,368;563,3;
512;31,1;-0,337;0,188;563,1;
512,5;33,7;-0,401;0,187;563;
513;32,6;-0,386;0,086;562,7;
513,5;29,5;-0,276;0,018;562,6;
514;22,7;-0,425;-0,028;562,4;
514,5;14,3;-0,547;-0,125;562,3;
515;14,6;-0,49;-0,218;562,2;
515,5;12,7;-0,393;-0,32;562;
516;18,5;-0,23;-0,337;561,9;
516,5;22,5;-0,119;-0,42;561,8;
517;20,1;-0,05;-0,528;561,6;
517,5;20,8;0,019;-0,463;561,5;
518;29;0,109;-0,423;561,3;
518,5;33,4;0,206;-0,479;561,3;
519;31;0,261;-0,419;564,2;
519,5;33,4;0,18;-0,252;564,2;
520;33,4;0,374;-0,414;564;
520,5;30,5;0,504;-0,455;563,8;
521;28,8;0,305;-0,265;563,5;
521,5;25,2;0,491;-0,339;563,4;
522;17,5;0,786;-0,474;563,3;
522,5;15,9;0,66;-0,298;563,1;
523;13,1;0,684;-0,218;562,9;
523,5;14;0,748;-0,139;562,8;
524;15,4;0,631;-0,012;562,6;
524,5;19,7;0,495;0,069;562,4;
525;23,6;0,428;0,218;562,3;
525,5;30,8;0,198;0,214;562,1;
526;33,3;0,169;0,293;561,9;
526,5;32,4;0,07;0,361;561,8;
527;32,4;0,005;0,334;561,6;
527,5;33,8;-0,057;0,407;561,4;
528;31,8;-0,103;0,531;561,2;
528,5;29,3;-0,18;0,467;561,2;
529;25,5;-0,26;0,514;564,3;
529,5;17,8;-0,515;0,787;564;
530;14,3;-0,605;0,744;563,8;
530,5;18,4;-0,59;0,596;563,6;
531;18,7;-0,746;0,663;563,4;
531,5;17,2;-0,706;0,535;563,3;
532;15,7;-0,734;0,44;563,1;
532,5;18,1;-0,816;0,398;562,9;
533;20,8;-0,638;0,18;562,7;
533,5;29,7;-0,464;0,044;562,5;
534;28,8;-0,521;-0,048;562,3;
534,5;31,1;-0,372;-0,095;562,2;
535;33,1;-0,32;-0,167;562;
535,5;32,1;-0,289;-0,267;561,9;
536;30,3;-0,208;-0,288;561,6;
536,5;26,1;-0,131;-0,395;561,5;
537;23,2;-0,048;-0,588;561,4;
537,5;20,1;0,06;-0,723;561,1;
538;16,3;0,18;-0,747;560,9;
538,5;12,8;0,32;-0,863;561;
539;13;0,478;-0,917;564,2;
539,5;11,5;0,635;-1,018;564;
540;17,4;0,583;-0,694;563,8;
540,5;24,9;0,564;-0,575;563,6;
541;26,1;0,663;-0,579;563,4;
541,5;24,3;0,762;-0,557;563,2;
542;29,9;0,54;-0,289;563,1;
542,5;35,3;0,462;-0,194;562,7;
543;35,2;0,58;-0,175;562,6;
543,5;34,4;0,401;-0,037;562,4;
544;28;0,457;0,004;562,2;
544,5;24;0,548;0,096;562;
545;20,3;0,566;0,261;561,8;
545,5;20,3;0,371;0,304;561,6;
546;19;0,314;0,424;561,5;
546,5;18,9;0,197;0,591;561,2;
547;14,1;0,077;0,721;561,1;
547,5;18,5;-0,024;0,716;560,8;
548;24,3;-0,137;0,599;560,7;
548,5;29,9;-0,225;0,6;560,7;
549;26,6;-0,39;0,76;564,2;
549,5;31,2;-0,301;0,502;563,9;
550;36,8;-0,331;0,396;563,7;
550,5;32,2;-0,498;0,508;563,6;
551;29,9;-0,556;0,468;563,4;
551,5;22,9;-0,604;0,454;563,1;
552;22,7;-0,672;0,38;563;
552,5;21,2;-0,814;0,362;562,7;
553;12,4;-0,831;0,23;562,6;
553,5;12,1;-0,731;0,115;562,4;
554;11,9;-0,782;-0,027;562,2;
554,5;12,5;-0,71;-0,163;562;
555;18,2;-0,479;-0,244;561,9;
555,5;24;-0,302;-0,283;561,7;
556;27,6;-0,271;-0,361;561,5;
556,5;23,9;-0,182;-0,502;561,4;
557;30,3;-0,03;-0,388;561,2;
557,5;34,1;0,041;-0,365;561,1;
558;36,3;0,131;-0,475;560,9;
558,5;31,2;0,213;-0,56;561;
559;25,4;0,25;-0,502;564,4;
559,5;22,5;0,379;-0,581;564,2;
560;20,3;0,617;-0,811;564;
560,5;18;0,6;-0,61;563,7;
561;18,7;0,585;-0,504;563,6;
561,5;20,3;0,698;-0,497;563,5;
562;20;0,753;-0,415;563,2;
562,5;17,2;0,703;-0,293;563;
563;23,6;0,467;-0,11;562,8;
563,5;29,3;0,512;-0,053;562,8;
564;30,5;0,491;0,015;562,5;
564,5;31,7;0,224;0,088;562,3;
565;33,5;0,224;0,134;562,2;
565,5;33,3;0,264;0,262;562,1;
566;29,1;0,17;0,295;561,8;
566,5;24,7;0,076;0,285;561,7;
567;22,7;0,05;0,531;561,6;
567,5;15,9;-0,043;0,716;561,3;
568;9,8;-0,146;0,696;561,2;
568,5;12,9;-0,286;0,705;561,1;
569;13,2;-0,448;0,875;564,2;
569,5;13,3;-0,531;0,767;564;
570;18,2;-0,447;0,531;563,8;
570,5;25,8;-0,464;0,467;563,7;
571;29,1;-0,478;0,404;563,5;
571,5;25,4;-0,547;0,378;563,3;
572;30,1;-0,337;0,192;563,1;
572,5;32,5;-0,43;0,164;563;
573;32,9;-0,41;0,101;562,7;
573,5;29,9;-0,297;0,014;562,7;
574;20,7;-0,404;-0,009;562,5;
574,5;18,5;-0,506;-0,107;562,4;
575;14,2;-0,515;-0,226;562,2;
575,5;14,6;-0,308;-0,295;562,1;
576;18,1;-0,242;-0,347;562;
576,5;19,4;-0,17;-0,511;561,9;
577;14,4;-0,055;-0,565;561,7;
577,5;20,8;0,003;-0,416;561,5;
578;29,7;0,11;-0,487;561,5;
578,5;29,7;0,212;-0,578;561,3;
579;32,1;0,203;-0,323;564,4;
579,5;33,5;0,204;-0,333;564,2;
580;33,6;0,35;-0,419;564;
580,5;30,7;0,407;-0,366;563,8;
581;30,1;0,376;-0,324;563,6;
581,5;24,7;0,508;-0,377;563,4;
582;19,3;0,634;-0,359;563,3;
582,5;17,1;0,754;-0,356;563,1;
583;14,7;0,689;-0,211;562,9;
583,5;14,2;0,63;-0,085;562,8;
584;15,7;0,647;-0,003;562,6;
584,5;17,4;0,577;0,129;562,4;
585;22,7;0,316;0,187;562,3;
585,5;34,3;0,203;0,184;562,1;
586;29,4;0,197;0,383;561,9;
586,5;29,8;0,082;0,328;561,7;
587;32,1;0,008;0,338;561,6;
587,5;31,6;-0,046;0,462;561,3;
588;31,2;-0,127;0,464;561,2;
588,5;28,4;-0,187;0,512;561,1;
589;24,1;-0,313;0,596;563,9;
589,5;17,2;-0,486;0,705;563,7;
590;17,6;-0,579;0,751;563,5;
590,5;16,4;-0,666;0,685;563,4;
591;19;-0,618;0,576;563,1;
591,5;20;-0,727;0,522;563;
592;16,2;-0,833;0,439;562,7;
592,5;17,2;-0,733;0,28;562,5;
593;23,6;-0,61;0,136;562,4;
593,5;29,9;-0,524;0,077;562,2;
594;29,5;-0,51;-0,032;562;
594,5;33,4;-0,323;-0,099;561,9;
595;33,4;-0,32;-0,17;561,8;
595,5;33,1;-0,276;-0,251;561,5;
596;29;-0,21;-0,367;561,4;
596,5;24,8;-0,113;-0,392;561,2;
597;23,2;-0,05;-0,584;561,1;
597,5;18,9;0,051;-0,744;560,8;
598;12,7;0,183;-0,787;560,6;
598,5;12,3;0,298;-0,87;560,7;
599;14,1;0,457;-0,894;564,3;
599,5;12,9;0,634;-0,938;564,1;
600;16,7;0,622;-0,734;563,8;
600,5;24;0,562;-0,564;563,7;
601;28,3;0,639;-0,559;563,4;
601,5;22,9;0,805;-0,571;563,2;
602;27,4;0,569;-0,299;563;
602,5;35;0,48;-0,204;562,9;
603;36,5;0,581;-0,145;562,6;
603,5;35,9;0,334;-0,006;562,5;
604;31,5;0,396;0,015;562,3;
604,5;24,1;0,564;0,107;562,1;
605;24,2;0,515;0,24;561,9;
605,5;19,2;0,372;0,357;561,7;
606;18,1;0,301;0,438;561,5;
606,5;18,7;0,199;0,595;561,3;
607;16,5;0,056;0,676;561,1;
607,5;19,5;-0,036;0,71;560,9;
608;23,5;-0,14;0,68;560,7;
608,5;26,5;-0,224;0,639;560,8;
609;29,1;-0,34;0,659;564,4;
609,5;31,2;-0,379;0,567;564,1;
610;34,6;-0,333;0,397;564;
610,5;32,5;-0,493;0,467;563,7;
611;28,1;-0,628;0,559;563,5;
611,5;25,9;-0,535;0,364;563,4;
612;22,4;-0,682;0,383;563,1;
612,5;21,9;-0,735;0,324;563;
613;15,6;-0,833;0,241;562,8;
613,5;11,8;-0,738;0,092;562,6;
614;8,8;-0,754;-0,019;562,3;
614,5;13,8;-0,701;-0,133;562,2;
615;17;-0,51;-0,29;562,1;
615,5;24,1;-0,316;-0,279;561,9;
616;26,9;-0,228;-0,348;561,8;
616,5;26,5;-0,136;-0,498;561,6;
617;28,8;-0,024;-0,482;561,5;
617,5;34,3;0,029;-0,334;561,2;
618;33,4;0,111;-0,478;561,1;
618,5;30,5;0,213;-0,595;561,1;
619;24,6;0,291;-0,57;564,4;
619,5;23;0,352;-0,542;564,3;
620;20,7;0,598;-0,748;564,1;
620,5;19;0,645;-0,675;563,8;
621;18,6;0,548;-0,467;563,7;
621,5;19,9;0,671;-0,501;563,5;
622;18,4;0,814;-0,473;563,3;
622,5;15,8;0,747;-0,304;563,1;
623;22,8;0,444;-0,097;563;
623,5;30;0,494;-0,053;562,8;
624;28,6;0,561;0,006;562,6;
624,5;30,4;0,246;0,064;562,4;
625;36,5;0,193;0,114;562,4;
625,5;31,7;0,266;0,259;562,1;
626;29;0,129;0,295;561,9;
626,5;22,5;0,086;0,385;561,7;
627;21,2;0,052;0,502;561,6;
627,5;17,7;-0,054;0,685;561,5;
628;8,9;-0,199;0,769;561,2;
628,5;13,2;-0,268;0,681;561,2;
629;15,4;-0,388;0,767;564,2;
629,5;11;-0,536;0,874;563,9;
630;17,8;-0,396;0,519;563,7;
630,5;25,4;-0,468;0,475;563,6;
631;26,8;-0,505;0,468;563,4;
631,5;25,9;-0,515;0,398;563,2;
632;29,6;-0,344;0,155;563,1;
632,5;31,9;-0,398;0,119;562,9;
633;30,8;-0,453;0,101;562,8;
633,5;29,5;-0,301;0,043;562,7;
634;22,8;-0,395;-0,012;562,4;
634,5;17;-0,495;-0,107;562,3;
635;14,6;-0,503;-0,251;562,3;
635,5;11;-0,374;-0,328;562,1;
636;16,4;-0,245;-0,334;561,9;
636,5;19,5;-0,169;-0,518;561,8;
637;15;-0,04;-0,585;561,6;
637,5;22;0,038;-0,404;561,5;
638;29,4;0,119;-0,523;561,3;
638,5;25,6;0,227;-0,586;561,2;
639;30;0,213;-0,367;564,2;
639,5;34,2;0,255;-0,349;564,1;
640;32,8;0,402;-0,436;563,8;
640,5;32,3;0,344;-0,325;563,6;
641;29,6;0,377;-0,299;563,6;
641,5;23,8;0,519;-0,394;563,5;
642;19,2;0,7;-0,381;563,3;
642,5;15,1;0,741;-0,3;563;
643;12,5;0,647;-0,193;562,9;
643,5;15,5;0,679;-0,099;562,7;
644;15;0,693;0,006;562,5;
644,5;16,1;0,504;0,127;562,4;
645;22,6;0,383;0,179;562,2;
645,5;33,5;0,203;0,207;562,1;
646;31,2;0,201;0,315;561,9;
646,5;31;0,101;0,29;561,7;
647;32,2;0,003;0,335;561,5;
647,5;32;-0,035;0,45;561,3;
648;32;-0,135;0,516;561,1;
648,5;28,9;-0,204;0,477;561,1;
649;24,3;-0,262;0,501;564,2;
649,5;19,4;-0,478;0,751;564;
650;12,9;-0,699;0,891;563,7;
650,5;17,8;-0,54;0,605;563,5;
651;21,2;-0,589;0,526;563,3;
651,5;21,9;-0,746;0,545;563,1;
652;16;-0,78;0,455;563;
652,5;18,2;-0,685;0,301;562,9;
653;24,4;-0,631;0,183;562,7;
653,5;27,5;-0,566;0,044;562,5;
654;30,5;-0,437;-0,017;562,3;
654,5;30,6;-0,445;-0,08;562,1;
655;30,7;-0,327;-0,162;562;
655,5;31;-0,301;-0,307;561,8;
656;28,3;-0,25;-0,385;561,6;
656,5;26,5;-0,099;-0,395;561,4;
657;25;-0,024;-0,515;561,3;
657,5;19,8;0,032;-0,765;561,1;
658;12,4;0,164;-0,818;560,9;
658,5;14,8;0,289;-0,793;560,8;
659;14,4;0,457;-0,936;564,1;
659,5;10,9;0,626;-0,98;563,8;
660;17,8;0,562;-0,71;563,6;
660,5;22,9;0,596;-0,634;563,5;
661;27,5;0,641;-0,555;563,2;
661,5;24,2;0,742;-0,531;563,1;
662;29,9;0,554;-0,328;562,8;
662,5;35,7;0,478;-0,186;562,7;
663;36,5;0,537;-0,165;562,4;
663,5;34,8;0,431;-0,047;562,2;
664;29,2;0,422;0,013;562;
664,5;24,4;0,501;0,095;561,9;
665;21,6;0,603;0,279;561,6;
665,5;19,4;0,387;0,357;561,4;
666;17,7;0,295;0,439;561,3;
666,5;20,2;0,185;0,556;561,1;
667;14;0,075;0,802;560,9;
667,5;17,5;-0,05;0,653;560,7;
668;25,2;-0,124;0,619;560,5;
668,5;27,2;-0,283;0,716;560,5;
669;29,6;-0,328;0,63;564,2;
669,5;32,8;-0,33;0,458;564,1;
670;32,7;-0,401;0,479;563,9;
670,5;32,8;-0,487;0,502;563,6;
671;28,1;-0,58;0,531;563,4;
671,5;22,6;-0,632;0,438;563,3;
672;23,6;-0,651;0,407;563;
672,5;20,4;-0,77;0,33;562,8;
673;14,9;-0,783;0,201;562,7;
673,5;11,6;-0,736;0,127;562,5;
674;14,1;-0,738;0,016;562,3;
674,5;16,3;-0,654;-0,144;562,1;
675;16,4;-0,551;-0,259;562;
675,5;25,7;-0,262;-0,24;561,8;
676;28,6;-0,221;-0,351;561,7;
676,5;26,8;-0,15;-0,487;561,5;
677;28,1;-0,012;-0,421;561,2;
677,5;36,2;0,042;-0,341;561,2;
678;35,6;0,126;-0,494;561;
678,5;31,1;0,203;-0,501;560,9;
679;22,6;0,284;-0,541;564,1;
679,5;22,1;0,378;-0,619;563,8;
680;20;0,613;-0,789;563,6;
680,5;18,7;0,577;-0,584;563,4;
681;19,3;0,58;-0,503;563,2;
681,5;19,8;0,709;-0,504;563,1;
682;18,1;0,78;-0,443;562,9;
682,5;19,1;0,635;-0,303;562,7;
683;22,7;0,53;-0,15;562,6;
683,5;30,1;0,471;-0,061;562,4;
684;30;0,481;0,005;562,2;
684,5;29,6;0,282;0,092;562,1;
685;32,7;0,199;0,135;561,9;
685,5;32,6;0,275;0,266;561,7;
686;29,9;0,14;0,279;561,5;
686,5;22;0,081;0,347;561,4;
687;19,7;0,056;0,467;561,2;
687,5;15,9;-0,039;0,722;561;
688;10,3;-0,189;0,71;560,8;
688,5;12,7;-0,245;0,661;560,9;
689;12,1;-0,408;0,82;564,2;
689,5;13,8;-0,503;0,804;564;
690;16;-0,474;0,54;563,7;
690,5;27;-0,403;0,387;563,6;
691;29,4;-0,469;0,405;563,4;
691,5;26,6;-0,53;0,383;563,2;
692;26,6;-0,385;0,17;563,1;
692,5;31,5;-0,362;0,163;563;
693;31,5;-0,477;0,112;562,7;
693,5;28,2;-0,326;0,004;562,7;
694;22,8;-0,354;-0,033;562,5;
694,5;18,6;-0,541;-0,13;562,3;
695;13,1;-0,565;-0,262;562,1;
695,5;12,3;-0,451;-0,409;562;
696;20,2;-0,245;-0,411;561,9;
696,5;21,5;-0,195;-0,643;561,7;
697;17,6;-0,092;-0,781;561,5;
697,5;19,5;0,003;-0,821;561,2;
698;26,8;0,187;-0,897;561,1;
698,5;31,5;0,388;-0,924;560,8;
699;33,8;0,553;-1,033;564,3;
699,5;36,1;0,671;-0,975;563,8;
700;38,8;0,763;-0,939;563,5;
700,5;42,9;0,945;-0,965;563,1;
701;38,6;1,131;-0,992;562,7;
701,5;36,6;1,257;-0,923;562,3;
702;36,6;1,504;-0,897;561,9;
702,5;34,4;1,595;-0,72;561,4;
703;38,8;1,458;-0,441;561;
703,5;35,1;1,648;-0,274;560,4;
704;28,4;1,679;-0,041;559,8;
704,5;32,6;1,515;0,202;559,3;
705;29,8;1,477;0,576;558,7;
705,5;22,8;1,395;0,978;558;
706;21,4;1,089;1,341;557,3;
706,5;21,8;0,772;1,718;556,6;
707;23;0,384;2,08;555,9;
707,5;25,9;0,012;2,201;555,1;
708;27,8;-0,34;2,489;554,3;
708,5;28;-0,798;2,726;558,3;
709;30,6;-1,207;2,804;565,2;
709,5;37,9;-1,619;2,84;564,2;
710;33;-2,017;2,843;563,1;
710,5;33,5;-2,314;2,719;562,1;
711;31,2;-2,757;2,788;561,1;
711,5;37,9;-2,792;2,383;560,2;
712;41,7;-2,968;2,063;559,1;
712,5;38,4;-3,245;1,813;558;
713;35,7;-3,326;1,387;556,8;
713,5;38,7;-3,187;0,883;555,7;
714;40,7;-3,001;0,375;554,5;
714,5;42,4;-2,856;-0,053;553,4;
715;46,8;-2,569;-0,507;552,2;
715,5;49,9;-2,216;-1,013;550,9;
716;50,6;-1,825;-1,567;549,6;
716,5;50,2;-1,327;-1,993;548,4;
717;51,8;-0,857;-2,391;547,1;
717,5;50,5;-0,409;-2,788;545,7;
718;51,2;0,068;-2,972;544,6;
718,5;48,6;0,58;-3,249;560,4;
719;49,4;1,133;-3,453;565,1;
719,5;47,6;1,746;-3,699;563,6;
720;49,3;2,178;-3,558;562,2;
720,5;50;2,56;-3,366;560,8;
721;42,8;3,052;-3,358;559,4;
721,5;38,8;3,275;-3,073;558,1;
722;42,8;3,488;-2,799;556,7;
722,5;38,3;3,756;-2,406;555,3;
723;31,5;3,869;-2,007;553,9;
723,5;28,8;3,874;-1,454;552,6;
724;29,5;3,704;-0,859;551,2;
724,5;29,4;3,454;-0,267;549,9;
725;37,7;2,985;0,209;548,6;
725,5;39,5;2,674;0,783;547,2;
726;34,4;2,307;1,386;545,8;
726,5;39,8;1,692;1,838;544,6;
727;42,2;1,198;2,326;543,3;
727,5;46,2;0,587;2,581;541,9;
728;48,6;0,048;2,789;541,9;
728,5;49,1;-0,355;2,911;561,1;
729;47,8;-0,848;3,13;564,7;
729,5;48;-1,397;3,265;563,4;
730;43;-1,866;3,254;562,1;
730,5;44,9;-2,091;2,941;561;
731;38,6;-2,664;3,103;559,7;
731,5;32,2;-2,884;2,876;558,6;
732;33,1;-2,855;2,389;557,5;
732,5;34,6;-3,243;2,21;556,4;
733;28,9;-3,327;1,739;555,3;
733,5;28,9;-3,089;1,178;554,3;
734;37,5;-2,876;0,685;553,2;
734,5;40,3;-2,683;0,204;552,3;
735;45,4;-2,251;-0,193;551,3;
735,5;48,2;-1,883;-0,583;550,4;
736;48,2;-1,628;-1,038;549,4;
736,5;44,2;-1,325;-1,494;548,4;
737;42,1;-0,772;-1,71;547,4;
737,5;43,6;-0,413;-1,913;546,6;
738;30,5;-0,069;-2,553;545,6;
738,5;20,6;0,316;-2,66;560;
739;30;0,757;-2,59;565,5;
739,5;32,7;1,288;-2,912;564,4;
740;31;1,604;-2,686;563,5;
740,5;42,3;1,66;-2,217;562,7;
