t (ms);Axis_1 [1] Default\P-Parameter\P-0-0065 Absolute voltage value, actual value(V eff);Axis_1 [1] Default\P-Parameter\P-0-0067 Phase current U, actual value(A);Axis_1 [1] Default\P-Parameter\P-0-0068 Phase current V, actual value(A);Axis_1 [1] Default\S-Parameter\S-0-0380 DC bus voltage(V)
646;31;-1,733;2,679;554,4;
646,5;33,6;-1,949;2,484;553,7;
647;36;-2,085;2,274;552,9;
647,5;36,9;-2,232;2,177;552,2;
648;37,8;-2,348;1,995;551,4;
648,5;33,6;-2,54;1,829;550,7;
649;30,2;-2,623;1,538;549,8;
649,5;28,7;-2,757;1,294;549,1;
650;30,7;-2,631;0,908;548,3;
650,5;33,6;-2,504;0,585;547,6;
651;32;-2,343;0,197;555,5;
651,5;35,4;-2,151;-0,064;564,1;
652;36,6;-1,981;-0,362;563,2;
652,5;35,5;-1,79;-0,723;562,3;
653;32,5;-1,545;-1,067;561,5;
653,5;28,5;-1,314;-1,42;560,7;
654;28,7;-0,95;-1,724;560;
654,5;29,5;-0,622;-2,007;559,1;
655;33,6;-0,258;-2,123;558,3;
655,5;36,9;0,055;-2,183;557,6;
656;40,2;0,334;-2,316;556,8;
656,5;37,4;0,685;-2,519;555,9;
657;36,9;1,03;-2,563;555,1;
657,5;30,1;1,409;-2,682;554,3;
658;28,2;1,695;-2,727;553,4;
658,5;29,2;1,981;-2,645;552,7;
659;32,9;2,144;-2,412;551,9;
659,5;34,6;2,274;-2,195;551,1;
660;40,3;2,278;-1,947;550,3;
660,5;35,9;2,506;-1,827;549,6;
661;36,5;2,601;-1,55;555;
661,5;33;2,637;-1,253;561;
662;29,2;2,613;-0,947;560,1;
662,5;26,8;2,664;-0,642;559,2;
663;30,5;2,477;-0,312;558,5;
663,5;34,4;2,215;0,016;557,6;
664;35,2;2,05;0,284;557;
664,5;39,3;1,77;0,649;556,1;
665;36,3;1,534;1,024;555,3;
665,5;32,5;1,324;1,406;554,5;
666;34,1;0,938;1,633;553,7;
666,5;31,6;0,639;1,92;552,9;
667;27,3;0,32;2,229;552,2;
667,5;31,5;0,013;2,332;551,4;
668;32,8;-0,321;2,394;550,6;
668,5;35,8;-0,619;2,484;549,9;
669;37,5;-0,983;2,571;549,1;
669,5;34,1;-1,364;2,68;548,3;
670;29,2;-1,688;2,721;547,4;
670,5;29,8;-1,913;2,582;546,9;
671;27,8;-2,184;2,525;554,6;
671,5;28,9;-2,339;2,372;563;
672;34,7;-2,357;2,095;562,4;
672,5;36;-2,465;1,841;561,6;
673;39,4;-2,531;1,579;560,9;
673,5;38,4;-2,564;1,276;559,9;
674;36;-2,56;0,972;559,2;
674,5;29,4;-2,612;0,705;558,4;
675;28,5;-2,48;0,358;557,6;
675,5;27,5;-2,383;0,042;556,8;
676;32;-2,141;-0,266;556;
676,5;35,9;-1,852;-0,615;555,2;
677;38,4;-1,566;-0,939;554,4;
677,5;40,6;-1,275;-1,262;553,7;
678;38,5;-0,935;-1,546;552,8;
678,5;29,9;-0,714;-1,914;552;
679;30,3;-0,352;-2,072;551,2;
679,5;28,9;-0,065;-2,309;550,4;
680;28,3;0,232;-2,457;549,6;
680,5;32,2;0,595;-2,551;549;
681;36,5;0,936;-2,522;559,4;
681,5;36;1,257;-2,602;564,4;
682;37,7;1,551;-2,582;563,5;
682,5;37,1;1,838;-2,471;562,8;
683;29,1;2,127;-2,479;561,9;
683,5;30,1;2,266;-2,324;561,1;
684;29,5;2,424;-2,18;560,3;
684,5;29,4;2,564;-1,934;559,6;
685;33,8;2,637;-1,664;558,8;
685,5;37,2;2,538;-1,301;558;
686;37,7;2,561;-1,034;557,2;
686,5;37,4;2,455;-0,649;556,3;
687;33;2,424;-0,376;555,6;
687,5;29,5;2,297;-0,091;554,9;
688;29,2;2,206;0,197;554,1;
688,5;27,8;2;0,57;553,3;
689;31,8;1,701;0,938;552,7;
689,5;35,9;1,33;1,233;551,8;
690;37,7;1,019;1,502;551;
690,5;38,4;0,681;1,793;550,4;
691;37,3;0,316;2,005;556,4;
691,5;31,6;0,041;2,242;563;
692;28,8;-0,204;2,351;562,4;
692,5;27,2;-0,569;2,574;561,5;
693;26,2;-0,987;2,737;560,8;
693,5;31,3;-1,269;2,706;560;
694;36,5;-1,517;2,52;559,2;
694,5;38;-1,791;2,47;558,4;
695;37,5;-2,004;2,331;557,6;
695,5;36,3;-2,132;2,194;556,8;
696;30,7;-2,355;2,167;556;
696,5;30,6;-2,509;1,968;555,3;
697;30,9;-2,617;1,706;554,4;
697,5;30,3;-2,669;1,437;553,6;
698;31,3;-2,684;1,128;552,8;
698,5;36,7;-2,427;0,697;552,1;
699;36,6;-2,338;0,348;551,3;
699,5;34,6;-2,238;0,059;550,5;
700;37,2;-2,041;-0,206;549,7;
700,5;34,6;-1,854;-0,53;549,3;
701;27;-1,711;-0,918;556,4;
701,5;27,8;-1,474;-1,265;562,8;
702;32,2;-1,089;-1,513;562,1;
702,5;31,3;-0,775;-1,84;561,2;
703;35,2;-0,38;-1,959;560,4;
703,5;38;-0,077;-2,13;559,6;
704;38,3;0,197;-2,213;558,8;
704,5;35;0,515;-2,446;558,1;
705;31,2;0,892;-2,58;557,3;
705,5;30,9;1,263;-2,654;556,5;
706;27,7;1,585;-2,747;555,6;
706,5;29,9;1,841;-2,626;554,9;
707;32,8;2,054;-2,457;554,2;
707,5;36,5;2,123;-2,186;553,4;
708;37,9;2,28;-2,072;552,6;
708,5;36,6;2,399;-1,867;551,9;
709;34,7;2,553;-1,679;551,1;
709,5;30,8;2,648;-1,41;550,3;
710;29,5;2,673;-1,132;549,5;
710,5;28,3;2,667;-0,813;548,8;
711;31,6;2,48;-0,45;556,8;
711,5;33,2;2,265;-0,1;563,3;
712;39,7;2,003;0,14;562,5;
712,5;36,5;1,91;0,513;561,7;
713;38,2;1,652;0,832;560,9;
713,5;35,9;1,375;1,193;560;
714;30,3;1,117;1,519;559,3;
714,5;28,3;0,811;1,851;558,5;
715;31,4;0,439;2,045;557,7;
715,5;32,8;0,13;2,195;557;
716;34;-0,175;2,291;556,2;
716,5;38,7;-0,506;2,358;555,4;
717;35,4;-0,88;2,538;554,6;
717,5;34,1;-1,179;2,629;553,8;
718;31,5;-1,536;2,68;552,9;
718,5;31;-1,762;2,551;552,2;
719;27,2;-2,122;2,611;551,4;
719,5;32,8;-2,192;2,312;550,6;
720;32,3;-2,329;2,198;549,7;
720,5;34,5;-2,412;1,949;549,2;
721;38,3;-2,49;1,647;557,6;
721,5;36,3;-2,565;1,407;564,4;
722;31,9;-2,65;1,169;563,5;
722,5;29,5;-2,62;0,84;562,7;
723;29,1;-2,496;0,497;561,9;
723,5;30,1;-2,368;0,146;561,1;
724;33,4;-2,183;-0,13;560,3;
724,5;34,7;-1,935;-0,481;559,5;
725;36,3;-1,662;-0,813;558,7;
725,5;39;-1,391;-1,115;558;
726;35,9;-1,128;-1,476;557,1;
726,5;29,8;-0,838;-1,813;556,3;
727;29,8;-0,491;-2,009;555,5;
727,5;27,6;-0,174;-2,269;554,8;
728;30,2;0,096;-2,385;554;
728,5;32,7;0,445;-2,481;553,2;
729;34,2;0,828;-2,571;552,5;
729,5;40;1,132;-2,523;551,7;
730;40;1,428;-2,513;551;
730,5;33,6;1,789;-2,612;550,1;
731;30,4;2,04;-2,534;556,6;
731,5;28,9;2,201;-2,374;564,6;
732;25,2;2,472;-2,321;563,7;
732,5;33,4;2,479;-2,035;562,9;
733;34,8;2,56;-1,734;562,1;
733,5;34,9;2,576;-1,454;561,3;
734;38,1;2,601;-1,152;560,5;
734,5;38,2;2,46;-0,758;559,7;
735;29;2,604;-0,562;558,8;
735,5;28,8;2,387;-0,211;558,1;
736;31,3;2,241;0,067;557,4;
736,5;28,5;2,079;0,429;556,5;
737;32,7;1,818;0,78;555,8;
737,5;35;1,472;1,118;554,9;
738;36,2;1,15;1,428;554,2;
738,5;36,8;0,853;1,727;553,3;
739;37;0,471;1,923;552,5;
739,5;29,5;0,207;2,21;551,7;
740;28,7;-0,078;2,354;550,9;
740,5;28,6;-0,443;2,537;550,2;
741;28,7;-0,79;2,693;556,3;
741,5;34;-1,154;2,658;563,2;
742;37,3;-1,395;2,591;562,4;
742,5;38,7;-1,691;2,551;561,6;
743;37;-1,952;2,441;560,7;
743,5;32,6;-2,166;2,397;559,8;
744;30,6;-2,311;2,274;559,1;
744,5;30,2;-2,504;2,069;558,3;
745;27,4;-2,678;1,926;557,5;
745,5;31,1;-2,696;1,562;556,7;
746;34,3;-2,642;1,223;556;
746,5;40;-2,461;0,837;555,2;
747;38,2;-2,436;0,535;554,4;
747,5;36,9;-2,273;0,177;553,6;
748;30,3;-2,257;-0,067;552,8;
748,5;30,8;-2,024;-0,365;552,1;
749;29,6;-1,874;-0,753;551,3;
749,5;28,1;-1,58;-1,127;550,5;
750;30,6;-1,305;-1,446;549,7;
750,5;38,2;-0,841;-1,608;549;
751;38,3;-0,517;-1,875;556,9;
751,5;34,9;-0,258;-2,102;564;
752;35;0,033;-2,252;563,1;
752,5;30,2;0,365;-2,45;562,4;
753;30,6;0,709;-2,577;561,6;
753,5;30;1,092;-2,716;560,7;
754;32,1;1,39;-2,692;559,9;
754,5;31,5;1,731;-2,665;559,1;
755;37,2;1,871;-2,426;558,3;
755,5;37,9;2,079;-2,281;557,4;
756;35,7;2,246;-2,151;556,7;
756,5;33,3;2,445;-2,067;555,9;
757;32;2,506;-1,799;555,1;
757,5;30,6;2,673;-1,614;554,4;
758;30,7;2,702;-1,31;553,5;
758,5;32,1;2,658;-0,955;552,7;
759;31,6;2,504;-0,579;551,9;
759,5;36,4;2,295;-0,255;551,2;
760;37,7;2,178;0,014;550,3;
760,5;35,8;2,003;0,328;549,6;
761;32,4;1,816;0,692;554,9;
761,5;31,7;1,534;1,041;560,8;
762;27,4;1,326;1,434;560;
762,5;29;0,979;1,691;559,1;
763;30,1;0,625;1,952;558,4;
763,5;31,7;0,256;2,111;557,5;
764;39;-0,04;2,153;556,8;
764,5;39,6;-0,335;2,278;556;
765;35;-0,657;2,496;555,2;
765,5;30,7;-1,022;2,619;554,5;
766;29,4;-1,338;2,684;553,6;
766,5;27,3;-1,697;2,736;552,8;
767;32,7;-1,881;2,514;552,1;
767,5;32,9;-2,125;2,394;551,3;
768;36,1;-2,161;2,141;550,6;
768,5;39,1;-2,275;1,971;549,8;
769;35,3;-2,445;1,761;549;
769,5;33,5;-2,611;1,577;548,3;
770;31,8;-2,612;1,258;547,5;
770,5;30,2;-2,593;0,923;546,8;
771;26,9;-2,64;0,667;555,9;
771,5;33,6;-2,326;0,298;564,8;
772;31,5;-2,223;-0,027;563,9;
772,5;33,4;-2,028;-0,296;563,1;
773;39,5;-1,746;-0,637;562,3;
773,5;38,2;-1,499;-0,958;561,5;
774;33,7;-1,274;-1,335;560,7;
774,5;32,2;-0,952;-1,615;559,9;
775;30,4;-0,624;-1,877;559,1;
775,5;28;-0,313;-2,177;558,3;
776;31,8;0;-2,268;557,5;
776,5;34,9;0,309;-2,325;556,8;
777;36,7;0,634;-2,428;556;
777,5;37;0,97;-2,548;555,2;
778;35,7;1,306;-2,566;554,4;
778,5;30,7;1,661;-2,663;553,6;
779;30,9;1,874;-2,501;552,8;
779,5;26,7;2,175;-2,496;552,1;
780;27,2;2,362;-2,365;551,2;
780,5;32,7;2,375;-2,068;550,6;
781;33,7;2,487;-1,856;555,5;
781,5;38,6;2,496;-1,531;562,3;
782;38,3;2,522;-1,227;562;
782,5;35,1;2,547;-0,951;561,1;
783;29,4;2,553;-0,662;560,4;
783,5;28,2;2,376;-0,318;559,6;
784;25,5;2,297;-0,018;558,8;
784,5;29,7;2,046;0,275;558,1;
785;32,2;1,731;0,617;557,4;
785,5;30,8;1,481;0,953;556,7;
786;35,9;1,138;1,169;556;
786,5;37,6;0,778;1,383;555,3;
787;36;0,483;1,577;554,7;
787,5;31,3;0,226;1,785;554;
788;27,9;-0,019;1,89;553,4;
788,5;27,1;-0,277;1,926;552,9;
789;27,9;-0,547;1,992;552,4;
789,5;27,2;-0,84;2,034;551,9;
790;26;-1,081;1,988;551,3;
790,5;25;-1,26;1,915;550,8;
791;27,9;-1,38;1,736;558,2;
791,5;30,9;-1,382;1,508;565,2;
792;29,3;-1,455;1,358;564,6;
792,5;29,9;-1,493;1,204;564,2;
793;32,2;-1,47;0,97;563,6;
793,5;33,4;-1,43;0,71;563,3;
794;32,2;-1,382;0,526;562,8;
794,5;32,2;-1,271;0,313;562,4;
795;29,3;-1,184;0,077;562,1;
795,5;29,7;-1,066;-0,033;561,6;
796;30,2;-0,935;-0,17;561,4;
796,5;31,8;-0,751;-0,375;561,1;
797;31,4;-0,603;-0,488;560,7;
797,5;29,8;-0,472;-0,631;560,3;
798;30,2;-0,281;-0,731;560;
798,5;30,6;-0,127;-0,772;559,7;
799;28,8;-0,019;-0,86;559,5;
799,5;27,6;0,091;-0,913;559,2;
800;31;0,276;-0,89;558,9;
800,5;32,7;0,358;-0,83;558,7;
801;29,4;0,466;-0,884;559,5;
801,5;29,4;0,588;-0,812;563,1;
802;29,2;0,659;-0,739;562,8;
802,5;29,7;0,663;-0,656;562,6;
803;28,9;0,703;-0,589;562,3;
803,5;26,6;0,746;-0,542;562,1;
804;28,4;0,731;-0,423;561,9;
804,5;30,1;0,646;-0,29;561,7;
805;31,6;0,583;-0,202;561,5;
805,5;30,8;0,514;-0,09;561,2;
806;26,6;0,551;-0,006;561,1;
806,5;27,6;0,512;0,064;560,9;
807;28,2;0,394;0,164;560,8;
807,5;29,5;0,301;0,226;560,6;
808;26,5;0,261;0,325;560,5;
808,5;25,8;0,169;0,41;560,3;
809;26,6;0,063;0,434;560,2;
809,5;28,4;-0,016;0,426;560;
810;25,5;-0,062;0,502;559,9;
810,5;24,6;-0,161;0,532;559,7;
811;24,9;-0,258;0,575;560,4;
811,5;25,7;-0,271;0,493;562,9;
812;24,3;-0,375;0,496;562,7;
812,5;23,4;-0,427;0,508;562,6;
813;22,8;-0,468;0,49;562,3;
813,5;21,7;-0,534;0,444;562,2;
814;18,6;-0,592;0,424;562,1;
814,5;16,3;-0,67;0,359;561,9;
815;17,1;-0,614;0,262;561,8;
815,5;16,4;-0,597;0,156;561,7;
816;16,4;-0,547;0,073;561,5;
816,5;17,3;-0,498;-0,022;561,3;
817;19,7;-0,429;-0,082;561,2;
817,5;18,2;-0,41;-0,179;561;
818;19,3;-0,282;-0,27;560,7;
818,5;18,5;-0,254;-0,325;560,7;
819;17,9;-0,16;-0,392;560,5;
819,5;19,8;-0,111;-0,417;560,4;
820;22,5;-0,005;-0,462;560,3;
820,5;24,7;0,071;-0,434;560,1;
821;22,8;0,178;-0,522;560,4;
821,5;25;0,252;-0,508;562,3;
822;27,9;0,274;-0,417;562,2;
822,5;29,5;0,271;-0,346;562,1;
823;28,2;0,34;-0,323;561,9;
823,5;26,5;0,411;-0,349;561,8;
824;26;0,421;-0,352;561,6;
824,5;26,5;0,454;-0,278;561,5;
825;25,3;0,489;-0,235;561,2;
825,5;25;0,451;-0,158;561,2;
826;24,1;0,437;-0,085;561;
826,5;25,1;0,403;-0,025;560,9;
827;24,5;0,362;0,008;560,7;
827,5;23,8;0,365;0,078;560,6;
828;21,8;0,305;0,19;560,5;
828,5;20,8;0,277;0,267;560,3;
829;20,6;0,192;0,324;560,3;
829,5;17;0,111;0,46;560,2;
830;17;0,048;0,485;559,9;
830,5;17,2;-0,04;0,531;559,8;
831;15,6;-0,133;0,61;560,4;
831,5;16,2;-0,243;0,637;562,5;
832;17;-0,347;0,628;562,4;
832,5;18,2;-0,391;0,584;562,1;
833;19,9;-0,427;0,567;562;
833,5;20;-0,454;0,507;561,8;
834;20;-0,52;0,489;561,6;
834,5;19,9;-0,558;0,425;561,5;
835;23,3;-0,521;0,298;561,4;
835,5;25,2;-0,469;0,227;561,2;
836;24,3;-0,468;0,151;561;
836,5;23,5;-0,454;0,097;560,9;
837;24,7;-0,412;0,005;560,7;
837,5;29;-0,336;-0,037;560,7;
838;30;-0,277;-0,104;560,4;
838,5;27,8;-0,254;-0,184;560,3;
839;27,7;-0,179;-0,245;560,1;
839,5;25,4;-0,151;-0,303;560;
840;26,1;-0,068;-0,352;559,9;
840,5;26,2;-0,016;-0,421;559,7;
841;26,5;0,044;-0,431;560,2;
841,5;26,5;0,143;-0,493;562,6;
842;26,8;0,223;-0,481;562,4;
842,5;27,5;0,257;-0,473;562,3;
843;24,9;0,337;-0,494;562,1;
843,5;24,6;0,411;-0,499;561,9;
844;24;0,496;-0,489;561,8;
844,5;24;0,51;-0,402;561,7;
845;20,9;0,601;-0,405;561,4;
845,5;19,6;0,63;-0,37;561,3;
846;18,8;0,645;-0,276;561,1;
846,5;18,8;0,605;-0,165;561;
847;17,7;0,598;-0,105;560,9;
847,5;18;0,574;-0,014;560,7;
848;21,2;0,494;0,077;560,6;
848,5;17,8;0,469;0,187;560,4;
849;18,1;0,354;0,299;560,3;
849,5;17,7;0,274;0,386;560,1;
850;18;0,18;0,48;559,9;
850,5;19,5;0,096;0,523;559,8;
851;20,2;0,007;0,559;560,6;
851,5;21,5;-0,097;0,56;562,2;
852;21;-0,219;0,62;562;
852,5;21,1;-0,293;0,671;561,8;
853;24,7;-0,336;0,57;561,7;
853,5;25,5;-0,386;0,528;561,5;
854;23,7;-0,467;0,54;561,3;
854,5;25,2;-0,519;0,507;561,2;
855;27;-0,525;0,41;560,9;
855,5;28,7;-0,493;0,31;560,9;
856;28,9;-0,512;0,3;560,6;
856,5;27,4;-0,53;0,206;560,4;
857;27,9;-0,481;0,101;560,3;
857,5;27,2;-0,474;0,029;560,1;
858;26,7;-0,452;-0,032;560;
858,5;27,9;-0,376;-0,1;559,7;
859;27,3;-0,374;-0,182;559,5;
859,5;27,3;-0,281;-0,257;559,4;
860;26,9;-0,226;-0,341;559,2;
860,5;26,2;-0,145;-0,397;559;
861;26,1;-0,055;-0,47;559,6;
861,5;27,3;0,005;-0,484;562,4;
862;25,7;0,065;-0,544;562,3;
862,5;23,7;0,201;-0,633;562;
863;24,3;0,324;-0,644;561,8;
863,5;25,5;0,384;-0,607;561,7;
864;24,8;0,449;-0,59;561,5;
864,5;22,1;0,523;-0,588;561,4;
865;20,3;0,635;-0,613;561,2;
865,5;22,5;0,645;-0,501;561;
866;23,4;0,62;-0,357;560,8;
866,5;18,8;0,717;-0,371;560,6;
867;15,9;0,778;-0,301;560,5;
867,5;16,9;0,717;-0,172;560,3;
868;20,4;0,617;-0,071;560,2;
868,5;21;0,558;0,022;560;
869;21,6;0,528;0,098;559,9;
869,5;20,7;0,446;0,237;559,7;
870;22,4;0,333;0,319;559,6;
870,5;23;0,256;0,4;559,4;
871;22,9;0,124;0,462;560,2;
871,5;20,7;0,033;0,554;562,5;
872;20,9;-0,029;0,619;562,4;
872,5;22,1;-0,141;0,628;562,1;
873;22;-0,226;0,662;561,9;
873,5;21,4;-0,338;0,666;561,8;
874;22,9;-0,405;0,635;561,6;
874,5;23,9;-0,481;0,625;561,4;
875;24,2;-0,487;0,551;561,2;
875,5;25,1;-0,53;0,506;561,1;
876;27,8;-0,563;0,449;560,9;
876,5;30,2;-0,502;0,322;560,7;
877;29;-0,537;0,248;560,5;
877,5;29,8;-0,5;0,158;560,4;
878;30,6;-0,449;0,098;560,2;
878,5;29,7;-0,447;-0,003;560;
879;29,3;-0,418;-0,035;559,8;
879,5;28,9;-0,381;-0,115;559,6;
880;27,5;-0,344;-0,22;559,5;
880,5;27,4;-0,262;-0,305;559,3;
881;28,2;-0,179;-0,352;559,8;
881,5;27,7;-0,082;-0,414;562,4;
882;26,9;-0,007;-0,465;562,3;
882,5;26,4;0,048;-0,507;562,1;
883;27,1;0,112;-0,539;561,9;
883,5;27;0,236;-0,561;561,7;
884;24,4;0,303;-0,59;561,5;
884,5;23,3;0,405;-0,597;561,4;
885;24,2;0,445;-0,584;561,2;
885,5;24,2;0,498;-0,518;561,1;
886;22,8;0,566;-0,493;560,9;
886,5;19;0,681;-0,491;560,7;
887;19,6;0,676;-0,402;560,5;
887,5;20;0,653;-0,323;560,4;
888;18,4;0,69;-0,249;560,3;
888,5;18;0,631;-0,119;560,2;
889;18,2;0,601;-0,024;560;
889,5;20,2;0,537;0,043;559,8;
890;19,9;0,46;0,146;559,7;
890,5;19,5;0,397;0,245;559,5;
891;21,2;0,29;0,309;560,2;
891,5;20,5;0,224;0,415;562;
892;22,6;0,121;0,445;561,7;
892,5;20,8;0;0,54;561,7;
893;20,5;-0,059;0,54;561,5;
893,5;22,8;-0,161;0,596;561,3;
894;23,7;-0,226;0,589;561,1;
894,5;23,4;-0,302;0,572;561;
895;22,4;-0,37;0,575;560,8;
895,5;24,7;-0,433;0,523;560,6;
896;27,5;-0,445;0,459;560,5;
896,5;28,3;-0,434;0,364;560,3;
897;26,1;-0,495;0,354;560,1;
897,5;28;-0,488;0,286;559,9;
898;30,2;-0,449;0,169;559,8;
898,5;29,6;-0,423;0,097;559,7;
899;27,5;-0,406;0,061;559,4;
899,5;25,9;-0,42;-0,004;559,3;
900;24,4;-0,435;-0,053;559,1;
900,5;25,5;-0,36;-0,153;559;
901;27,9;-0,255;-0,211;559,5;
901,5;25,4;-0,229;-0,298;562,2;
902;24,4;-0,15;-0,349;562,1;
902,5;22,8;-0,08;-0,463;561,9;
903;23,7;0,003;-0,47;561,8;
903,5;23,8;0,1;-0,541;561,6;
904;20,9;0,184;-0,629;561,4;
904,5;21,6;0,248;-0,609;561,2;
905;21,9;0,352;-0,595;561,1;
905,5;20,2;0,442;-0,628;561;
906;19;0,527;-0,603;560,7;
906,5;17,5;0,624;-0,581;560,6;
907;19,4;0,601;-0,488;560,4;
907,5;19,1;0,67;-0,46;560,2;
908;18,7;0,678;-0,368;560,2;
908,5;16,7;0,693;-0,276;560,1;
909;17,2;0,68;-0,211;559,9;
909,5;18,6;0,632;-0,076;559,7;
910;19,1;0,546;-0,009;559,6;
910,5;19,5;0,518;0,095;559,4;
911;22,6;0,387;0,199;560,2;
911,5;24,5;0,286;0,271;562,1;
912;23,6;0,216;0,358;561,9;
912,5;20,9;0,159;0,464;561,6;
913;22,5;0,075;0,484;561,5;
913,5;26,1;-0,012;0,483;561,4;
914;25,8;-0,103;0,526;561,2;
914,5;23,3;-0,235;0,628;561;
915;26;-0,281;0,552;560,8;
915,5;27,9;-0,321;0,548;560,7;
916;29,3;-0,354;0,458;560,4;
916,5;28,7;-0,398;0,462;560,3;
917;28,1;-0,462;0,473;560,1;
917,5;27,7;-0,507;0,402;560;
918;28,5;-0,544;0,363;559,8;
918,5;28,9;-0,531;0,261;559,6;
919;27,6;-0,539;0,174;559,4;
919,5;26,4;-0,515;0,103;559,3;
920;26,8;-0,479;0,039;559,1;
920,5;26,6;-0,466;-0,032;558,9;
921;26;-0,417;-0,085;559,4;
921,5;23,4;-0,395;-0,251;562,3;
922;24,2;-0,286;-0,307;562,1;
922,5;25;-0,219;-0,348;561,9;
923;22,5;-0,164;-0,46;561,8;
923,5;21;-0,083;-0,549;561,6;
924;22,4;0,029;-0,564;561,4;
924,5;21,3;0,129;-0,612;561,3;
925;19;0,305;-0,731;561,1;
925,5;18,7;0,376;-0,749;560,8;
926;19,2;0,425;-0,697;560,7;
926,5;18,8;0,517;-0,678;560,5;
927;17,7;0,616;-0,672;560,4;
927,5;17,3;0,679;-0,656;560,3;
928;19,8;0,665;-0,502;560,1;
928,5;22;0,689;-0,426;559,9;
929;21;0,689;-0,352;559,7;
929,5;18,5;0,708;-0,249;559,5;
930;17,2;0,713;-0,174;559,3;
930,5;19,8;0,637;-0,051;559,2;
931;23,4;0,514;0,019;560;
931,5;23;0,464;0,136;561,9;
932;21,7;0,401;0,257;561,6;
932,5;20,5;0,345;0,377;561,5;
933;24,3;0,201;0,406;561,2;
933,5;27;0,076;0,435;561,1;
934;25,3;0,022;0,497;560,8;
934,5;24,3;-0,064;0,575;560,7;
935;25,9;-0,146;0,588;560,5;
935,5;26,9;-0,204;0,565;560,3;
936;27,8;-0,315;0,564;560,2;
936,5;27,9;-0,35;0,566;560,1;
937;27,5;-0,443;0,53;559,8;
937,5;27,8;-0,448;0,509;559,6;
938;26,8;-0,526;0,494;559,5;
938,5;27,8;-0,544;0,424;559,3;
939;29;-0,55;0,304;559,1;
939,5;29,1;-0,55;0,242;559;
940;29,6;-0,481;0,155;558,7;
940,5;28,2;-0,513;0,082;558,6;
941;28;-0,459;0;559,1;
941,5;28;-0,419;-0,064;562,2;
942;27,4;-0,359;-0,148;562,2;
942,5;25,1;-0,342;-0,242;561,9;
943;24,6;-0,264;-0,33;561,7;
943,5;26;-0,192;-0,366;561,5;
944;25,9;-0,075;-0,438;561,3;
944,5;23,2;-0,006;-0,522;561,1;
945;22,1;0,05;-0,598;561;
945,5;21,9;0,144;-0,649;560,7;
946;22,9;0,261;-0,632;560,7;
946,5;21;0,371;-0,642;560,4;
947;18,4;0,478;-0,726;560,3;
947,5;18,4;0,556;-0,662;560,2;
948;20,8;0,551;-0,579;560;
948,5;20,4;0,602;-0,526;559,8;
949;20,1;0,641;-0,46;559,7;
949,5;19,1;0,698;-0,404;559,6;
950;20,1;0,646;-0,305;559,4;
950,5;20,7;0,63;-0,216;559,3;
951;19,9;0,595;-0,09;560,1;
951,5;18,6;0,603;-0,014;562,3;
952;20,5;0,514;0,061;562,2;
952,5;23,7;0,428;0,116;562;
953;23,4;0,318;0,246;561,8;
953,5;23,9;0,252;0,323;561,6;
954;24,7;0,159;0,386;561,4;
954,5;26,2;0,067;0,411;561,3;
955;25,9;0,002;0,465;561,1;
955,5;25,8;-0,07;0,49;561,1;
956;28,9;-0,171;0,48;560,8;
956,5;28,7;-0,234;0,504;560,6;
957;29,6;-0,252;0,453;560,5;
957,5;28,3;-0,312;0,47;560,3;
958;29,3;-0,386;0,425;560,1;
958,5;30,9;-0,396;0,391;559,9;
959;29,2;-0,417;0,354;559,8;
959,5;26,7;-0,512;0,347;559,5;
960;25,5;-0,539;0,306;559,5;
960,5;24,4;-0,54;0,214;559,3;
961;26,5;-0,471;0,136;559,6;
961,5;27,1;-0,433;0,049;561,9;
962;22,4;-0,464;-0,044;561,8;
962,5;19,9;-0,487;-0,095;561,6;
963;21;-0,41;-0,184;561,5;
963,5;24;-0,283;-0,255;561,4;
964;23,6;-0,219;-0,294;561,2;
964,5;20,5;-0,18;-0,412;561;
965;19,5;-0,082;-0,494;560,9;
965,5;19,9;-0,014;-0,537;560,7;
966;18,9;0,114;-0,62;560,6;
966,5;19,9;0,202;-0,618;560,4;
967;19,7;0,319;-0,666;560,3;
967,5;19,5;0,368;-0,665;560,1;
968;20,2;0,455;-0,604;559,9;
968,5;19,1;0,53;-0,586;559,8;
969;19,7;0,564;-0,556;559,7;
969,5;20,1;0,615;-0,54;559,5;
970;21,1;0,63;-0,415;559,3;
970,5;21;0,611;-0,315;559,1;
971;20,4;0,635;-0,208;559,5;
971,5;22,1;0,574;-0,163;561,3;
972;22;0,562;-0,052;561,1;
972,5;23,7;0,476;0,015;561;
973;23,7;0,449;0,088;560,8;
973,5;27,3;0,35;0,189;560,6;
974;30,2;0,226;0,242;560,4;
974,5;28,6;0,189;0,327;560,2;
975;27,2;0,077;0,397;560,1;
975,5;26;0,032;0,472;560;
976;29,1;-0,036;0,435;559,8;
976,5;27,6;-0,108;0,518;559,6;
977;26,2;-0,21;0,555;559,5;
977,5;25,3;-0,296;0,596;559,2;
978;25,6;-0,385;0,576;559,1;
978,5;26,1;-0,448;0,571;558,9;
979;28,1;-0,424;0,462;558,7;
979,5;26;-0,511;0,492;558,6;
980;24,5;-0,568;0,465;558,4;
980,5;25,5;-0,589;0,353;558,2;
981;27,9;-0,537;0,265;559,1;
981,5;26;-0,569;0,197;562,6;
