t (ms);Axis_1 [1] Default\P-Parameter\P-0-0065 Absolute voltage value, actual value(V eff);Axis_1 [1] Default\P-Parameter\P-0-0067 Phase current U, actual value(A);Axis_1 [1] Default\P-Parameter\P-0-0068 Phase current V, actual value(A);Axis_1 [1] Default\S-Parameter\S-0-0380 DC bus voltage(V)
420;25,8;-0,525;0,049;565,8;
420,5;25;-0,517;-0,009;565,6;
421;27,5;-0,457;-0,081;565,3;
421,5;28,9;-0,351;-0,191;565,2;
422;28,9;-0,276;-0,27;565;
422,5;29;-0,223;-0,317;564,8;
423;29;-0,112;-0,388;564,6;
423,5;28;-0,048;-0,478;564,4;
424;27,3;-0,006;-0,511;564,3;
424,5;27,5;0,109;-0,56;564,1;
425;24,6;0,235;-0,651;563,9;
425,5;23,4;0,328;-0,671;563,7;
426;22,5;0,417;-0,68;563,5;
426,5;21,9;0,524;-0,663;563,5;
427;19,9;0,607;-0,647;563,3;
427,5;17,7;0,702;-0,653;563,1;
428;19,9;0,694;-0,537;562,9;
428,5;21,1;0,722;-0,45;562,8;
429;21,6;0,722;-0,358;563,2;
429,5;21,3;0,689;-0,252;566,1;
430;18,9;0,688;-0,139;565,9;
430,5;20,3;0,645;-0,054;565,7;
431;24,6;0,543;0;565,5;
431,5;25,3;0,451;0,131;565,2;
432;25,4;0,349;0,251;565,1;
432,5;27,5;0,295;0,31;565;
433;29,5;0,167;0,358;564,8;
433,5;30,9;0,05;0,429;564,6;
434;29,9;-0,009;0,458;564,4;
434,5;28,6;-0,09;0,535;564,2;
435;27,9;-0,153;0,571;564;
435,5;27,4;-0,229;0,629;563,8;
436;26,8;-0,347;0,623;563,7;
436,5;27,7;-0,42;0,588;563,5;
437;25,1;-0,486;0,591;563,2;
437,5;26,3;-0,496;0,531;563;
438;23,2;-0,602;0,551;562,9;
438,5;20,4;-0,702;0,514;562,7;
439;18,2;-0,759;0,445;563,1;
439,5;17,8;-0,75;0,309;565,8;
440;19,8;-0,668;0,201;565,6;
440,5;18,4;-0,654;0,078;565,4;
441;19;-0,607;-0,006;565,2;
441,5;19,7;-0,547;-0,125;565,1;
442;21,1;-0,43;-0,233;564,8;
442,5;22,5;-0,357;-0,301;564,7;
443;21,9;-0,273;-0,387;564,5;
443,5;21,3;-0,169;-0,489;564,4;
444;24,2;-0,055;-0,541;564,1;
444,5;27,8;-0,01;-0,528;563,9;
445;30,3;0,085;-0,468;563,7;
445,5;26,9;0,228;-0,604;563,7;
446;27,2;0,301;-0,584;563,5;
446,5;26,9;0,355;-0,597;563,3;
447;27,6;0,432;-0,573;563,2;
447,5;28,6;0,462;-0,498;563;
448;25,5;0,548;-0,52;562,8;
448,5;22,8;0,613;-0,465;562,6;
449;25,3;0,597;-0,392;563,1;
449,5;24,9;0,607;-0,284;565,9;
450;21,9;0,644;-0,222;565,7;
450,5;19,3;0,663;-0,128;565,4;
451;20,6;0,577;-0,051;565,4;
451,5;20,1;0,583;0,022;565,1;
452;20,9;0,486;0,136;565;
452,5;20,4;0,408;0,295;564,8;
453;19,7;0,314;0,376;564,6;
453,5;20,7;0,222;0,464;564,5;
454;24;0,075;0,456;564,3;
454,5;25,3;0,002;0,511;564,1;
455;25,8;-0,057;0,537;564;
455,5;27,8;-0,155;0,556;563,8;
456;29,3;-0,239;0,525;563,5;
456,5;28,6;-0,306;0,501;563,4;
457;29,2;-0,35;0,488;563,2;
457,5;29;-0,417;0,464;563;
458;30;-0,424;0,445;562,8;
458,5;29,3;-0,501;0,425;562,7;
459;27,5;-0,525;0,353;563,1;
459,5;24;-0,59;0,306;565,7;
460;21,8;-0,597;0,218;565,5;
460,5;23,6;-0,561;0,136;565,3;
461;24;-0,515;0,04;565,1;
461,5;21,3;-0,541;-0,013;565;
462;18,1;-0,517;-0,122;564,8;
462,5;19,9;-0,393;-0,207;564,7;
463;20,1;-0,331;-0,332;564,5;
463,5;22,6;-0,238;-0,402;564,3;
464;22,8;-0,135;-0,445;564,1;
464,5;20,2;-0,064;-0,547;564;
465;23,1;0,055;-0,521;563,7;
465,5;25;0,133;-0,571;563,6;
466;25,5;0,247;-0,597;563,5;
466,5;27,6;0,285;-0,528;563,3;
467;28,7;0,334;-0,512;563,1;
467,5;29;0,376;-0,464;563,1;
468;30,4;0,41;-0,416;562,9;
468,5;29,5;0,48;-0,4;562,6;
469;27,8;0,506;-0,375;563,1;
469,5;26,3;0,562;-0,351;566;
470;26,8;0,552;-0,254;565,8;
470,5;26,2;0,553;-0,17;565,7;
471;25,4;0,534;-0,106;565,5;
471,5;22,6;0,566;-0,008;565,3;
472;23,5;0,533;0,067;565,2;
472,5;21,9;0,501;0,187;564,9;
473;18,8;0,489;0,338;564,7;
473,5;17,3;0,437;0,503;564,5;
474;19,3;0,258;0,629;564,4;
474,5;22,6;0,11;0,74;564,2;
475;23,9;0,003;0,801;563,8;
475,5;22,6;-0,18;0,968;563,5;
476;23,1;-0,33;1,057;563,2;
476,5;25,3;-0,512;1,135;562,9;
477;25,7;-0,676;1,18;562,6;
477,5;26,3;-0,817;1,203;562,3;
478;24,7;-1,027;1,238;562;
478,5;26,3;-1,163;1,212;561,6;
479;29,1;-1,239;1,057;562,5;
479,5;27,4;-1,397;1,03;566;
480;25,1;-1,577;0,915;565,6;
480,5;25,7;-1,65;0,74;565,2;
481;25,4;-1,655;0,517;564,7;
481,5;25,2;-1,628;0,288;564,2;
482;26,9;-1,55;0,071;563,8;
482,5;26,4;-1,488;-0,145;563,3;
483;25,9;-1,392;-0,424;562,7;
483,5;27;-1,242;-0,684;562,3;
484;29,8;-1,007;-0,995;561,6;
484,5;30,3;-0,734;-1,258;561,2;
485;31,4;-0,485;-1,487;560,5;
485,5;32;-0,201;-1,688;560;
486;35,2;0,041;-1,801;559,4;
486,5;37,9;0,306;-1,914;558,8;
487;38,5;0,666;-2,085;558,1;
487,5;41,1;0,914;-2,113;557,5;
488;36,4;1,258;-2,277;556,8;
488,5;32,6;1,599;-2,301;556;
489;30,2;1,864;-2,311;561,8;
489,5;28,5;2,073;-2,189;566,9;
490;28,9;2,24;-2,077;566,1;
490,5;29,9;2,43;-1,967;565,3;
491;30,7;2,511;-1,666;564,6;
491,5;31,5;2,6;-1,411;563,8;
492;33,2;2,613;-1,116;563;
492,5;36,8;2,451;-0,691;562,2;
493;38,8;2,353;-0,368;561,5;
493,5;37,1;2,253;-0,061;560,6;
494;36,8;2,144;0,192;559,8;
494,5;35,9;1,949;0,561;559;
495;33,1;1,696;0,928;558,2;
495,5;33,1;1,443;1,334;557,4;
496;31,1;1,093;1,696;556,5;
496,5;30,1;0,754;2,013;555,6;
497;35,1;0,349;2,16;554,8;
497,5;36,8;0,01;2,33;553,9;
498;38,4;-0,271;2,45;553,1;
498,5;39;-0,629;2,603;552,3;
499;38,3;-1,001;2,669;562,6;
499,5;32;-1,424;2,887;567,1;
500;31,2;-1,728;2,857;566,1;
500,5;29,2;-2,064;2,856;565,2;
501;29,8;-2,297;2,697;564,3;
501,5;33,4;-2,447;2,464;563,4;
502;37,1;-2,492;2,239;562,6;
502,5;38,1;-2,622;1,979;561,6;
503;40,7;-2,724;1,729;560,8;
503,5;39,7;-2,739;1,379;559,9;
504;34,5;-2,837;1,115;559;
504,5;31,4;-2,759;0,724;558,2;
505;28,8;-2,661;0,34;557,3;
505,5;26,8;-2,542;-0,015;556,5;
506;30,2;-2,307;-0,323;555,6;
506,5;35,9;-1,974;-0,686;554,8;
507;36,8;-1,677;-1,042;553,9;
507,5;40,1;-1,352;-1,397;553,1;
508;38,7;-0,984;-1,711;552,1;
508,5;36;-0,647;-1,993;551,3;
509;33,1;-0,336;-2,272;562,7;
509,5;32,2;0,012;-2,398;567,1;
510;31,1;0,333;-2,605;566,2;
510,5;30,5;0,726;-2,81;565,2;
511;36,8;1,078;-2,732;564,4;
511,5;36,2;1,449;-2,798;563,5;
512;35,6;1,726;-2,73;562,6;
512,5;39;1,978;-2,594;561,8;
513;37;2,229;-2,451;560,9;
513,5;35,8;2,376;-2,302;560;
514;33,7;2,576;-2,18;559,2;
514,5;33,2;2,65;-1,914;558,4;
515;31,2;2,82;-1,663;557,5;
515,5;29,9;2,874;-1,378;556,6;
516;31,5;2,766;-0,994;555,8;
516,5;32,6;2,676;-0,61;554,9;
517;34,7;2,402;-0,233;554,1;
517,5;37,3;2,249;0,072;553,3;
518;37,7;2,065;0,409;552,5;
518,5;38,3;1,788;0,77;551,6;
519;35,1;1,558;1,133;562,6;
519,5;32,8;1,234;1,464;566,9;
520;31,9;0,895;1,793;566;
520,5;29,2;0,578;2,097;565,1;
521;26,9;0,218;2,336;564,3;
521,5;32;-0,111;2,429;563,5;
522;35,9;-0,503;2,469;562,7;
522,5;38,1;-0,843;2,558;561,9;
523;39,7;-1,181;2,65;561,1;
523,5;38,8;-1,473;2,629;560,2;
524;36,1;-1,751;2,611;559,3;
524,5;33;-2,058;2,567;558,5;
525;30,2;-2,271;2,419;557,7;
525,5;28,8;-2,44;2,303;556,9;
526;30,5;-2,612;2,095;556,2;
526,5;32,9;-2,637;1,707;555,3;
527;32;-2,718;1,471;554,5;
527,5;32,7;-2,727;1,15;553,7;
528;38,3;-2,498;0,716;552,9;
528,5;37,7;-2,384;0,375;552,1;
529;35,2;-2,263;0,035;562,5;
529,5;37,8;-2,072;-0,212;567;
530;36,4;-1,882;-0,574;566,2;
530,5;30,9;-1,72;-0,951;565,3;
531;29,8;-1,435;-1,326;564,4;
531,5;30,2;-1,07;-1,653;563,6;
532;29;-0,735;-1,919;562,8;
532,5;31,7;-0,362;-2,148;562;
533;35;-0,023;-2,259;561,2;
533,5;35,4;0,289;-2,338;560,4;
534;37,6;0,649;-2,494;559,6;
534,5;38,6;1,009;-2,575;558,8;
535;37,2;1,354;-2,604;557,9;
535,5;34,7;1,671;-2,674;557,1;
536;31,2;1,963;-2,58;556,2;
536,5;30,7;2,141;-2,422;555,4;
537;29,1;2,405;-2,358;554,6;
537,5;28,2;2,553;-2,162;553,8;
538;32,1;2,596;-1,852;553,1;
538,5;32,9;2,73;-1,584;552,3;
539;34,7;2,632;-1,2;562,3;
539,5;39,7;2,473;-0,861;566,8;
540;38,5;2,482;-0,527;565,9;
540,5;39,1;2,264;-0,201;565,1;
541;36,1;2,175;0,098;564,2;
541,5;32,6;2,062;0,429;563,4;
542;32,3;1,765;0,835;562,6;
542,5;32,9;1,478;1,151;561,8;
543;27,2;1,235;1,581;561;
543,5;29,6;0,839;1,877;560,3;
544;36,1;0,436;2;559,4;
544,5;34,1;0,115;2,233;558,6;
545;35,4;-0,166;2,311;557,8;
545,5;39,5;-0,52;2,402;557;
546;37,3;-0,895;2,573;556,2;
546,5;34,5;-1,249;2,674;555,4;
547;35,2;-1,575;2,656;554,6;
547,5;33,5;-1,825;2,567;553,8;
548;30,1;-2,098;2,527;552,9;
548,5;30,3;-2,348;2,407;552,2;
549;29,5;-2,484;2,235;562,8;
549,5;30,6;-2,567;1,982;567,2;
550;34,3;-2,669;1,684;566,3;
550,5;36,8;-2,638;1,289;565,5;
551;36,9;-2,592;0,953;564,6;
551,5;38,6;-2,508;0,649;563,9;
552;38,8;-2,323;0,285;563;
552,5;33,7;-2,275;-0,009;562,2;
553;33,9;-2,111;-0,318;561,4;
553,5;33,4;-1,902;-0,672;560,6;
554;32,7;-1,589;-1,037;559,8;
554,5;30,7;-1,342;-1,422;558,9;
555;28,6;-1,003;-1,777;558,1;
555,5;30,3;-0,599;-2,022;557,2;
556;34,4;-0,226;-2,185;556,4;
556,5;36,6;0,051;-2,275;555,6;
557;39,7;0,379;-2,36;554,7;
557,5;41;0,772;-2,518;553,9;
558;39,9;1,118;-2,588;553,1;
558,5;36,7;1,482;-2,644;552,2;
559;30,5;1,83;-2,723;563;
559,5;30,2;2,027;-2,577;567,5;
560;28,9;2,303;-2,484;566,6;
560,5;27,1;2,514;-2,398;565,8;
561;31,9;2,575;-2,09;564,9;
561,5;33,9;2,628;-1,741;564,1;
562;32,4;2,73;-1,497;563,1;
562,5;36,7;2,653;-1,14;562,4;
563;40,5;2,518;-0,733;561,6;
563,5;39,2;2,399;-0,392;560,8;
564;34,5;2,348;-0,08;559,9;
564,5;35,3;2,192;0,168;559,2;
565;32,6;1,961;0,567;558,3;
565,5;33,5;1,716;0,915;557,5;
566;31;1,47;1,33;556,8;
566,5;30,3;1,082;1,649;555,9;
567;30,4;0,729;1,939;555,1;
567,5;32,2;0,357;2,177;554,3;
568;36,1;0,014;2,254;553,4;
568,5;37,4;-0,278;2,356;552,6;
569;37,4;-0,643;2,556;562,9;
569,5;38,8;-0,988;2,576;567,5;
570;37,8;-1,351;2,641;566,6;
570,5;32,7;-1,716;2,732;565,7;
571;29,8;-1,994;2,672;564,9;
571,5;30,3;-2,187;2,5;564;
572;30,2;-2,403;2,375;563,1;
572,5;31,3;-2,5;2,14;562,3;
573;30,8;-2,695;1,94;561,5;
573,5;32,8;-2,72;1,629;560,7;
574;36,7;-2,646;1,26;559,9;
574,5;40,1;-2,537;0,838;559,1;
575;40,2;-2,469;0,509;558,2;
575,5;40;-2,257;0,145;557,4;
576;35,5;-2,214;-0,129;556,5;
576,5;32,4;-2,076;-0,457;555,7;
577;31,2;-1,82;-0,832;554,8;
577,5;30,2;-1,541;-1,218;554;
578;28,3;-1,254;-1,56;553,2;
578,5;28,4;-0,866;-1,869;552,4;
579;32,8;-0,482;-2,072;562,9;
579,5;35,2;-0,113;-2,189;567,4;
580;34,7;0,159;-2,379;566,5;
580,5;38,4;0,509;-2,423;565,7;
581;38,4;0,916;-2,595;564,8;
581,5;35,5;1,279;-2,712;564;
582;38,6;1,544;-2,582;563,1;
582,5;35;1,893;-2,563;562,3;
583;30,1;2,139;-2,515;561,5;
583,5;31,1;2,327;-2,387;560,6;
584;30,4;2,487;-2,198;559,8;
584,5;30,3;2,62;-1,973;558,9;
585;32,6;2,678;-1,634;558,2;
585,5;34,6;2,689;-1,324;557,4;
586;35,1;2,616;-0,962;556,6;
586,5;36,4;2,504;-0,633;555,8;
587;38,1;2,347;-0,266;555;
587,5;37,2;2,19;0,059;554,2;
588;36,9;2,006;0,349;553,4;
588,5;34,6;1,847;0,731;552,6;
589;31,4;1,577;1,13;562,8;
589,5;32,7;1,23;1,436;567,5;
590;29,5;0,926;1,794;566,6;
590,5;27,5;0,572;2,074;565,7;
591;29,8;0,182;2,234;565;
591,5;31,7;-0,094;2,398;564;
592;36,1;-0,495;2,45;563,3;
592,5;36,7;-0,818;2,533;562,5;
593;39,9;-1,147;2,553;561,7;
593,5;40,8;-1,493;2,558;560,7;
594;37,7;-1,776;2,522;560;
594,5;35,3;-2,041;2,46;559,2;
595;33,2;-2,232;2,324;558,4;
595,5;29,9;-2,397;2,223;557,6;
596;30,6;-2,55;2,007;556,7;
596,5;30,2;-2,689;1,707;555,9;
597;27,6;-2,787;1,442;555;
597,5;30;-2,718;1,106;554,3;
598;33,7;-2,571;0,662;553,5;
598,5;36,3;-2,336;0,28;552,6;
599;33,8;-2,217;-0,023;562,7;
599,5;37;-2,02;-0,298;567,3;
600;40,2;-1,793;-0,641;566,4;
600,5;38,6;-1,526;-1,008;565,6;
601;36,9;-1,218;-1,358;564,8;
601,5;35;-0,933;-1,679;563,9;
602;32,6;-0,575;-1,927;563,1;
602,5;31,4;-0,214;-2,165;562,3;
603;28,6;0,057;-2,399;561,5;
603,5;29,6;0,444;-2,53;560,7;
604;30,6;0,8;-2,601;560;
604,5;33,8;1,172;-2,669;559,1;
605;36;1,459;-2,63;558,3;
605,5;36,1;1,723;-2,534;557,5;
606;37,9;1,976;-2,438;556,6;
606,5;38,3;2,191;-2,257;555,9;
607;37,4;2,29;-2,09;555,1;
607,5;36;2,458;-1,913;554,2;
608;34,8;2,615;-1,719;553,5;
608,5;31,9;2,688;-1,398;552,7;
609;29,5;2,726;-1,091;562,6;
609,5;28,1;2,662;-0,731;567,2;
610;28,7;2,521;-0,378;566,4;
610,5;29,4;2,373;-0,043;565,5;
611;33,8;2,152;0,264;564,7;
611,5;36,6;1,831;0,646;563,9;
612;35,8;1,595;0,981;563,1;
612,5;39,9;1,233;1,319;562,3;
613;40,2;0,909;1,633;561,4;
613,5;38;0,563;1,884;560,6;
614;36,4;0,236;2,107;559,8;
614,5;35,3;-0,069;2,31;559;
615;32,1;-0,39;2,438;558,2;
615,5;30;-0,789;2,636;557,4;
616;33,2;-1,13;2,678;556,6;
616,5;31,4;-1,492;2,716;555,7;
617;28,7;-1,823;2,731;554,8;
617,5;31,5;-2,049;2,568;554;
618;35,3;-2,18;2,375;553,2;
618,5;35,2;-2,31;2,184;552,4;
619;34,1;-2,518;2;562,7;
619,5;39,7;-2,5;1,66;567,4;
620;39,6;-2,582;1,373;566,5;
620,5;37;-2,584;1,079;565,5;
621;33,7;-2,627;0,753;564,7;
621,5;31,7;-2,486;0,386;563,9;
622;31,6;-2,329;0,064;563,1;
622,5;31,6;-2,173;-0,241;562,3;
623;30,3;-1,985;-0,619;561,4;
623,5;30,1;-1,728;-1,016;560,6;
624;32,1;-1,377;-1,366;559,8;
624,5;35;-1,003;-1,656;558,9;
625;36,2;-0,608;-1,89;558,1;
625,5;37,4;-0,243;-2,106;557,4;
626;38,3;0,039;-2,263;556,5;
626,5;38,6;0,344;-2,383;555,8;
627;40,3;0,693;-2,461;555;
627,5;38,2;1,096;-2,63;554,1;
628;32,5;1,472;-2,746;553,3;
628,5;29,7;1,803;-2,731;552,4;
629;29,8;2,044;-2,633;563,1;
629,5;29;2,283;-2,456;567,5;
630;28,5;2,464;-2,35;566,5;
630,5;32,3;2,575;-2,098;565,8;
631;36,7;2,572;-1,765;564,9;
631,5;34,1;2,696;-1,483;564;
632;35,1;2,654;-1,136;563,2;
632,5;39,9;2,517;-0,776;562,4;
633;39,8;2,402;-0,417;561,6;
633,5;35,5;2,328;-0,093;560,7;
634;35;2,169;0,207;560;
634,5;34,4;1,968;0,566;559,1;
635;32,3;1,697;0,968;558,3;
635,5;32,7;1,404;1,333;557,4;
636;31,3;1,063;1,679;556,6;
636,5;29,2;0,7;2,001;555,8;
637;29,3;0,301;2,216;554,9;
637,5;33,4;0,003;2,355;554,1;
638;34,7;-0,33;2,441;553,3;
638,5;35,7;-0,709;2,552;552,4;
639;36,6;-1,093;2,641;562,8;
639,5;40,1;-1,386;2,601;567,5;
640;38;-1,713;2,625;566,5;
640,5;35,7;-1,971;2,537;565,7;
641;33,1;-2,207;2,451;564,8;
641,5;32,5;-2,36;2,282;564;
642;32,8;-2,528;2,041;563,1;
642,5;30,8;-2,693;1,823;562,3;
643;28,2;-2,824;1,562;561,5;
643,5;30,2;-2,754;1,198;560,6;
644;33,2;-2,664;0,835;559,9;
644,5;34,5;-2,5;0,456;559;
645;35,9;-2,323;0,115;558,3;
645,5;37,8;-2,146;-0,194;557,4;
646;39;-1,877;-0,541;556,7;
646,5;41,2;-1,626;-0,893;555,8;
647;41,1;-1,312;-1,237;555;
647,5;36,3;-1,027;-1,591;554,2;
648;31,2;-0,71;-1,949;553,3;
648,5;30,3;-0,337;-2,169;552,5;
649;30,1;-0,005;-2,346;562,8;
649,5;30,5;0,315;-2,488;567,5;
650;30,8;0,699;-2,679;566,5;
650,5;32,8;1,054;-2,689;565,7;
651;33,8;1,41;-2,737;564,8;
651,5;32,8;1,763;-2,688;564;
652;34,9;1,989;-2,544;563,1;
652,5;38,8;2,124;-2,286;562,3;
653;36,3;2,348;-2,242;561,5;
653,5;38;2,417;-1,996;560,7;
654;38,8;2,517;-1,688;559,9;
654,5;35,2;2,659;-1,487;559,1;
655;32,9;2,731;-1,209;558,2;
655,5;31,9;2,638;-0,797;557,4;
656;31,2;2,507;-0,439;556,5;
656,5;29;2,42;-0,104;555,7;
657;28,6;2,256;0,197;554,9;
657,5;29,7;1,987;0,574;554,2;
658;32,6;1,733;0,946;553,3;
658,5;35,3;1,365;1,31;552,5;
659;35,6;0,98;1,623;562,8;
659,5;37,8;0,622;1,832;567,3;
660;37,9;0,287;2,09;566,5;
660,5;40,1;-0,051;2,213;565,6;
661;38,9;-0,362;2,344;564,8;
661,5;38,8;-0,691;2,461;564;
662;36,2;-1,074;2,625;563,1;
662,5;31,1;-1,425;2,73;562,3;
663;31,2;-1,743;2,63;561,5;
663,5;29,2;-2,058;2,616;560,7;
664;27,6;-2,265;2,47;559,8;
664,5;27,8;-2,428;2,336;559;
665;32,7;-2,5;2,04;558,2;
665,5;35,3;-2,578;1,747;557,5;
666;35;-2,62;1,42;556,7;
666,5;36,4;-2,599;1,128;555,8;
667;38,9;-2,501;0,735;555,1;
667,5;39,4;-2,346;0,364;554,3;
668;36,8;-2,239;0,047;553,4;
668,5;39;-2,014;-0,245;552,7;
669;37,6;-1,825;-0,609;562,9;
669,5;32,8;-1,629;-0,987;567,4;
670;30,8;-1,348;-1,354;566,6;
670,5;32,3;-0,981;-1,667;565,8;
671;29,9;-0,642;-1,982;564,9;
671,5;28,2;-0,297;-2,214;564;
672;30,9;0,038;-2,322;563,3;
672,5;32,2;0,373;-2,469;562,4;
673;32;0,732;-2,619;561,6;
673,5;35,6;1,115;-2,628;560,8;
674;37,4;1,433;-2,568;560;
674,5;37,9;1,72;-2,537;559,1;
675;38,8;1,966;-2,427;558,3;
675,5;39,9;2,117;-2,246;557,4;
676;37,2;2,293;-2,116;556,6;
676,5;36,9;2,438;-1,916;555,9;
677;35,7;2,599;-1,716;555;
677,5;31,8;2,678;-1,405;554,2;
678;30,4;2,682;-1,072;553,4;
678,5;29,4;2,658;-0,743;552,6;
679;26,3;2,592;-0,396;562,5;
679,5;28,2;2,333;-0,028;567,4;
680;35,2;2,09;0,26;566,5;
680,5;34,2;1,87;0,69;565,7;
681;35;1,577;1,044;564,9;
681,5;37,1;1,263;1,372;564;
682;40,8;0,855;1,64;563,3;
682,5;40,7;0,51;1,897;562,4;
683;38;0,182;2,141;561,6;
683,5;38,3;-0,102;2,235;560,7;
684;37,6;-0,42;2,387;560;
684,5;33,1;-0,814;2,593;559,2;
685;33,6;-1,184;2,693;558,4;
685,5;33,7;-1,524;2,655;557,5;
686;31,4;-1,83;2,616;556,7;
686,5;28,1;-2,145;2,617;555,9;
687;32;-2,256;2,382;555,2;
687,5;31,9;-2,39;2,194;554,3;
688;31,5;-2,587;2,019;553,5;
688,5;34,8;-2,644;1,694;552,7;
689;38,2;-2,579;1,281;562,7;
689,5;37,8;-2,563;0,972;567,5;
690;38,6;-2,489;0,629;566,5;
690,5;37,8;-2,354;0,26;565,7;
691;37,9;-2,165;-0,051;564,9;
691,5;36,4;-2,052;-0,348;564;
692;35,9;-1,824;-0,697;563,2;
692,5;33,3;-1,565;-1,1;562,3;
693;32,1;-1,236;-1,458;561,5;
693,5;30;-0,933;-1,821;560,7;
694;29,2;-0,553;-2,045;559,9;
694,5;28;-0,214;-2,273;559,1;
695;31,3;0,094;-2,412;558,2;
695,5;33,2;0,469;-2,509;557,5;
696;33,6;0,88;-2,653;556,6;
696,5;35,7;1,242;-2,662;555,7;
697;41,1;1,524;-2,556;554,9;
697,5;42,2;1,794;-2,459;554;
698;40,6;2,054;-2,392;553,2;
698,5;40,8;2,169;-2,208;552,4;
699;36,9;2,383;-2,114;562,7;
699,5;33;2,579;-1,932;567,4;
700;33,8;2,672;-1,63;566,5;
700,5;34,6;2,648;-1,275;565,6;
701;29,9;2,721;-0,999;564,8;
701,5;28,2;2,705;-0,665;563,9;
702;29,5;2,498;-0,278;563,2;
702,5;32,6;2,278;0,056;562,3;
703;31,9;2,114;0,398;561,5;
703,5;33,8;1,841;0,799;560,7;
704;37,3;1,458;1,131;559,9;
704,5;34,7;1,179;1,522;559;
705;34,9;0,83;1,839;558,1;
705,5;36,8;0,467;2,041;557,4;
706;39,9;0,07;2,158;556,6;
706,5;35,6;-0,194;2,394;555,7;
707;34,6;-0,554;2,542;554,9;
707,5;33,4;-0,949;2,669;554,1;
708;31,3;-1,329;2,769;553,2;
708,5;31,7;-1,645;2,736;552,5;
709;29,6;-1,988;2,706;562,8;
709,5;28,6;-2,188;2,563;567,5;
710;31;-2,364;2,368;566,6;
710,5;34,3;-2,465;2,113;565,8;
711;33,7;-2,626;1,918;565;
711,5;35,4;-2,661;1,594;564,1;
712;38,5;-2,622;1,236;563,2;
712,5;39,4;-2,563;0,842;562,4;
713;39;-2,484;0,512;561,5;
713,5;41,2;-2,241;0,143;560,7;
714;38,4;-2,142;-0,114;559,9;
714,5;34,6;-2,019;-0,486;559,1;
715;32,9;-1,77;-0,9;558,2;
715,5;33,1;-1,466;-1,222;557,4;
716;30,5;-1,153;-1,599;556,6;
716,5;29,6;-0,813;-1,895;555,7;
717;30,5;-0,408;-2,14;554,8;
717,5;29,8;-0,058;-2,324;554;
718;30,3;0,241;-2,475;553,2;
718,5;34,8;0,647;-2,597;552,4;
719;37,5;0,991;-2,621;562,5;
719,5;35,6;1,357;-2,635;567,4;
720;36,6;1,681;-2,635;566,5;
720,5;39,2;1,919;-2,503;565,6;
721;38,4;2,146;-2,383;564,7;
721,5;36,4;2,3;-2,224;563,9;
722;38,3;2,38;-2,015;563,1;
722,5;36,4;2,566;-1,821;562,3;
723;32,2;2,718;-1,507;561,4;
723,5;32,2;2,712;-1,205;560,6;
724;31,3;2,668;-0,825;559,8;
724,5;29,6;2,579;-0,473;558,9;
725;28,2;2,426;-0,104;558,2;
725,5;30,4;2,235;0,166;557,4;
726;30,1;1,996;0,588;556,6;
726,5;32,6;1,723;0,946;555,8;
727;35,9;1,347;1,277;555;
727,5;38,2;0,948;1,573;554,2;
728;35,5;0,649;1,894;553,3;
728,5;37,1;0,305;2,116;552,5;
729;39,6;-0,028;2,215;562,6;
729,5;39,3;-0,357;2,319;567,4;
730;41,3;-0,697;2,416;566,4;
730,5;38,3;-1,067;2,611;565,6;
731;33,9;-1,459;2,692;564,8;
731,5;29,1;-1,803;2,709;563,9;
732;30,8;-2,025;2,542;563,1;
732,5;30,4;-2,227;2,408;562,3;
733;27,3;-2,471;2,322;561,5;
733,5;29,7;-2,577;2,055;560,7;
734;32;-2,627;1,741;559,9;
734,5;30;-2,717;1,421;559,1;
735;32,3;-2,701;1,086;558,2;
735,5;35,3;-2,56;0,686;557,4;
736;37,8;-2,329;0,303;556,6;
736,5;34,8;-2,221;-0,012;555,7;
737;35,9;-2,063;-0,324;555;
737,5;39,7;-1,733;-0,682;554,2;
738;39;-1,511;-1,034;553,3;
738,5;37,7;-1,181;-1,367;552,5;
739;35,4;-0,92;-1,71;562,7;
739,5;35;-0,522;-1,942;567,5;
740;32,7;-0,19;-2,184;566,6;
740,5;32,6;0,11;-2,343;565,8;
741;33,4;0,475;-2,466;565;
741,5;30,6;0,853;-2,663;564,1;
742;30,6;1,249;-2,712;563,2;
742,5;30;1,628;-2,733;562,4;
743;30,4;1,901;-2,638;561,7;
743,5;32;2,091;-2,476;560,9;
744;35;2,237;-2,298;560;
744,5;35,9;2,356;-2,068;559,3;
745;36,1;2,496;-1,817;558,4;
745,5;38,6;2,579;-1,575;557,6;
746;38,4;2,603;-1,253;556,8;
746,5;38,2;2,527;-0,873;556;
747;38,7;2,43;-0,557;555,2;
747,5;36,8;2,317;-0,209;554,4;
748;34,8;2,209;0,083;553,6;
748,5;31,5;2,074;0,451;552,8;
749;31,6;1,77;0,855;562,8;
749,5;33,1;1,446;1,19;567,6;
750;28,3;1,172;1,584;566,8;
750,5;26,8;0,825;1,934;565,9;
751;28,4;0,42;2,145;565;
751,5;29,5;0,053;2,32;564,2;
752;31;-0,237;2,447;563,3;
752,5;33,3;-0,622;2,585;562,5;
753;37,8;-0,981;2,537;561,8;
753,5;35,6;-1,347;2,65;561;
754;35,3;-1,665;2,603;560;
754,5;38,6;-1,901;2,484;559,3;
755;38,4;-2,129;2,341;558,4;
