t (ms);Axis_1 [1] Default\P-Parameter\P-0-0065 Absolute voltage value, actual value(V eff);Axis_1 [1] Default\P-Parameter\P-0-0067 Phase current U, actual value(A);Axis_1 [1] Default\P-Parameter\P-0-0068 Phase current V, actual value(A);Axis_1 [1] Default\S-Parameter\S-0-0380 DC bus voltage(V)
489;36,5;1,978;0,626;550,2;
489,5;34,7;1,734;1,102;549,3;
490;40,3;1,263;1,49;548,3;
490,5;42,6;0,804;1,815;547,4;
491;46;0,376;1,969;547,4;
491,5;45,4;0,007;2,181;554,9;
492;41,5;-0,326;2,496;558,5;
492,5;38,5;-0,781;2,592;557,9;
493;39,8;-1,169;2,652;557;
493,5;38,3;-1,661;2,781;555,9;
494;31;-2,04;2,81;555;
494,5;28,6;-2,266;2,593;554,1;
495;31,3;-2,43;2,376;553,2;
495,5;32,2;-2,7;2,203;552,3;
496;35;-2,745;1,829;551,3;
496,5;33,1;-2,773;1,41;550,4;
497;36,1;-2,736;1,017;549,6;
497,5;44,2;-2,469;0,51;548,7;
498;44,9;-2,287;0,104;547,7;
498,5;44,9;-1,999;-0,182;546,8;
499;46,5;-1,804;-0,587;546;
499,5;43,5;-1,629;-1,058;545,1;
500;39,8;-1,195;-1,437;544,1;
500,5;40,7;-0,783;-1,686;543,3;
501;37,7;-0,419;-2,069;544,4;
501,5;28,1;-0,041;-2,49;556,7;
502;26,3;0,334;-2,538;563,7;
502,5;34,1;0,754;-2,603;562,8;
503;32,5;1,27;-2,987;561,8;
503,5;33,7;1,607;-2,75;560,9;
504;35,5;1,812;-2,498;560;
504,5;38,3;2,143;-2,401;559,2;
505;40,1;2,403;-2,311;558,2;
505,5;39,8;2,388;-1,914;557,4;
506;44,5;2,384;-1,569;556,5;
506,5;44,7;2,592;-1,344;555,6;
507;38,4;2,673;-0,97;554,6;
507,5;34,8;2,442;-0,533;553,8;
508;38,3;2,24;-0,147;552,9;
508,5;33,9;2,258;0,204;552,1;
509;27,9;2,025;0,644;551,1;
509,5;28,8;1,613;1,041;550,3;
510;31,2;1,307;1,446;549,4;
510,5;29,5;0,916;1,893;548,5;
511;30,9;0,4;2,074;548,5;
511,5;33,1;0,01;2,191;556,1;
512;39,1;-0,347;2,384;561;
512,5;42,1;-0,751;2,525;560;
513;47;-1,109;2,393;559,2;
513,5;47,9;-1,399;2,365;558,4;
514;44,6;-1,791;2,411;557,4;
514,5;39,9;-2,06;2,327;556,6;
515;38,4;-2,14;2,08;555,7;
515,5;40,6;-2,326;1,912;554,9;
516;36,9;-2,636;1,727;554;
516,5;29,2;-2,763;1,412;553,1;
517;26,4;-2,656;0,968;552,3;
517,5;27,8;-2,634;0,587;551,5;
518;31,1;-2,457;0,166;550,6;
518,5;35,8;-2,065;-0,175;549,7;
519;39,8;-1,708;-0,568;549,1;
519,5;40,2;-1,606;-1,033;548,1;
520;39,5;-1,178;-1,416;547,2;
520,5;43,9;-0,682;-1,575;546,4;
521;45,5;-0,363;-1,926;546,6;
521,5;40,8;-0,015;-2,163;555,9;
522;39,1;0,308;-2,281;562,7;
522,5;37;0,725;-2,502;561,9;
523;36,9;1,138;-2,604;561,1;
523,5;34,3;1,549;-2,639;560,1;
524;26,3;2,024;-2,783;559,3;
524,5;25,8;2,172;-2,465;558,4;
525;28,6;2,383;-2,32;557,6;
525,5;30,3;2,67;-2,188;556,6;
526;31,7;2,685;-1,748;555,7;
526,5;35,4;2,553;-1,293;555;
527;38,4;2,66;-0,975;554,1;
527,5;40,4;2,525;-0,543;553,1;
528;42,5;2,16;-0,115;552,2;
528,5;45,3;1,956;0,17;551,4;
529;43,8;1,865;0,595;550,5;
529,5;36,8;1,618;1,055;549,6;
530;36;1,233;1,433;548,7;
530,5;39,8;0,769;1,74;547,9;
531;36,3;0,406;2,096;548,1;
531,5;29,5;0,026;2,409;556,2;
532;26;-0,322;2,577;561,2;
532,5;31;-0,775;2,684;560,3;
533;34,1;-1,255;2,869;559,4;
533,5;32,8;-1,666;2,817;558,4;
534;36,2;-1,821;2,506;557,5;
534,5;38,6;-2,159;2,488;556,6;
535;40,4;-2,398;2,319;555,6;
535,5;42,2;-2,39;1,927;554,7;
536;47,9;-2,454;1,613;553,8;
536,5;45,4;-2,641;1,311;552,9;
537;43,7;-2,595;0,943;552;
537,5;39,3;-2,482;0,533;551,1;
538;38,2;-2,336;0,132;550,3;
538,5;38,3;-2,199;-0,198;549,3;
539;30,6;-2,128;-0,671;548,5;
539,5;26,9;-1,737;-1,13;547,5;
540;31,6;-1,32;-1,503;546,6;
540,5;31,2;-0,93;-1,924;545,7;
541;33,2;-0,444;-2,173;545,5;
541,5;32,1;-0,045;-2,386;556,2;
542;37,4;0,323;-2,459;563,4;
542,5;45,3;0,76;-2,642;562,4;
543;49,2;1,154;-2,604;561,3;
543,5;47,6;1,486;-2,525;560,4;
544;50;1,775;-2,429;559,5;
544,5;45,4;2,201;-2,436;558,5;
545;40,9;2,327;-2,219;557,5;
545,5;41,9;2,43;-1,94;556,8;
546;40,5;2,685;-1,795;555,8;
546,5;28;2,973;-1,541;554,8;
547;25,1;2,909;-1,068;553,8;
547,5;24,4;2,818;-0,617;552,9;
548;27,3;2,641;-0,178;552;
548,5;33,3;2,263;0,189;551,1;
549;36,3;1,995;0,611;550,2;
549,5;34,8;1,701;1,103;549,2;
550;39,5;1,305;1,497;548,4;
550,5;44,3;0,823;1,769;547,4;
551;43,1;0,405;2,023;548,1;
551,5;46,1;-0,013;2,169;557;
552;40,9;-0,353;2,475;561,2;
552,5;36,9;-0,784;2,637;560,2;
553;39,2;-1,178;2,713;559,3;
553,5;35,1;-1,659;2,854;558,3;
554;32;-1,979;2,733;557,4;
554,5;27,1;-2,32;2,646;556,4;
555;31,2;-2,427;2,362;555,6;
555,5;34,9;-2,653;2,173;554,6;
556;34,7;-2,754;1,823;553,7;
556,5;33,5;-2,745;1,419;552,8;
557;38,4;-2,705;1,002;551,9;
557,5;42,9;-2,517;0,528;551,1;
558;45,5;-2,201;0,073;550,1;
558,5;46,3;-2,028;-0,219;549,3;
559;44,6;-1,84;-0,592;548,4;
559,5;43,9;-1,572;-0,99;547,5;
560;41,1;-1,209;-1,428;546,5;
560,5;40,9;-0,809;-1,691;545,6;
561;39,8;-0,397;-2,032;545,4;
561,5;30,6;-0,03;-2,434;555,2;
562;25,7;0,342;-2,562;562,6;
562,5;31;0,771;-2,704;561,9;
563;31,8;1,256;-2,922;560,8;
563,5;36;1,574;-2,715;559,9;
564;37,4;1,85;-2,485;559;
564,5;35,3;2,177;-2,425;558,1;
565;39;2,355;-2,281;557,3;
565,5;40,3;2,425;-1,926;556,3;
566;44,2;2,428;-1,587;555,5;
566,5;44,9;2,565;-1,326;554,6;
567;39,6;2,648;-0,959;553,6;
567,5;35,2;2,449;-0,545;552,8;
568;38,1;2,214;-0,124;552;
568,5;35,2;2,196;0,196;551;
569;29,6;2,007;0,599;550,2;
569,5;26,5;1,667;1,09;549,3;
570;29,2;1,28;1,494;548,5;
570,5;30,2;0,879;1,878;547,6;
571;31,6;0,402;2,067;548,4;
571,5;35,4;0,001;2,164;556,7;
572;38,7;-0,338;2,394;561,1;
572,5;45,8;-0,721;2,423;560,2;
573;46,3;-1,117;2,463;559,2;
573,5;48,5;-1,383;2,33;558,4;
574;47;-1,713;2,36;557,4;
574,5;39,5;-2,098;2,393;556,6;
575;38,8;-2,143;2,067;555,8;
575,5;39,3;-2,384;1,948;554,9;
576;36;-2,602;1,682;554,1;
576,5;28,3;-2,792;1,455;553,2;
577;27;-2,691;0,986;552,3;
577,5;27;-2,646;0,568;551,5;
578;31,6;-2,393;0,143;550,6;
578,5;34,5;-2,077;-0,193;549,9;
579;38,9;-1,757;-0,593;549;
579,5;37,2;-1,612;-1,034;548,1;
580;39,3;-1,197;-1,41;547,3;
580,5;41;-0,765;-1,67;546,4;
581;44,7;-0,331;-1,853;546,4;
581,5;44,4;-0,007;-2,103;555;
582;42,3;0,354;-2,329;561,6;
582,5;38,1;0,715;-2,41;560,8;
583;38,6;1,151;-2,584;560;
583,5;34,1;1,61;-2,748;559,1;
584;27;1,97;-2,722;558,1;
584,5;27,9;2,162;-2,422;557,2;
585;29,2;2,412;-2,354;556,4;
585,5;30,1;2,652;-2,169;555,6;
586;31,6;2,672;-1,773;554,7;
586,5;35,6;2,604;-1,322;553,8;
587;39,2;2,576;-0,957;553;
587,5;42,4;2,483;-0,528;552,1;
588;44,2;2,197;-0,115;551,1;
588,5;44,8;1,958;0,17;550,4;
589;42,2;1,86;0,586;549,5;
589,5;36,2;1,674;1,076;548,5;
590;35,2;1,216;1,431;547,5;
590,5;40,4;0,777;1,721;546,7;
591;35,9;0,417;2,133;547,5;
591,5;27,1;0,027;2,438;555,9;
592;25,8;-0,304;2,543;560,6;
592,5;31,1;-0,794;2,73;559,8;
593;32,6;-1,263;2,882;558,8;
593,5;35,2;-1,584;2,757;557,7;
594;38,3;-1,848;2,527;556,9;
594,5;36,8;-2,155;2,473;555,9;
595;39,7;-2,402;2,347;555,1;
595,5;42,4;-2,417;1,935;554,2;
596;46,7;-2,495;1,656;553,3;
596,5;45,1;-2,61;1,326;552,4;
597;42;-2,643;0,967;551,4;
597,5;38,3;-2,505;0,557;550,5;
598;37,5;-2,33;0,13;549,6;
598,5;35,8;-2,263;-0,191;548,8;
599;27,8;-2,131;-0,659;547,9;
599,5;26,9;-1,777;-1,118;547;
600;28,8;-1,362;-1,565;546;
600,5;29,2;-0,922;-1,937;545,1;
601;31,6;-0,453;-2,163;545,8;
601,5;32,3;-0,037;-2,376;555,1;
602;37;0,304;-2,492;562,9;
602,5;45;0,755;-2,588;561,9;
603;47,8;1,189;-2,658;560,8;
603,5;49,6;1,496;-2,493;560;
604;49,6;1,807;-2,438;559;
604,5;45,1;2,167;-2,43;558;
605;40,9;2,336;-2,237;557,1;
605,5;42,2;2,428;-1,933;556,2;
606;39,4;2,69;-1,777;555,4;
606,5;27,4;3,041;-1,57;554,2;
607;23,7;2,921;-1,091;553,4;
607,5;25,7;2,783;-0,662;552,5;
608;28,7;2,667;-0,178;551,5;
608,5;32,5;2,336;0,184;550,6;
609;36,1;1,894;0,614;549,6;
609,5;37,1;1,693;1,094;548,8;
610;39,4;1,338;1,534;547,8;
610,5;42,1;0,808;1,761;546,9;
611;44,3;0,368;2,009;548;
611,5;45,3;-0,022;2,215;558,4;
612;41,4;-0,363;2,469;563,2;
612,5;37,7;-0,752;2,642;562,3;
613;38;-1,179;2,67;561,2;
613,5;36,8;-1,629;2,844;560,3;
614;28,8;-2,068;2,862;559,3;
614,5;26,4;-2,249;2,633;558,4;
615;30,6;-2,452;2,419;557,6;
615,5;32,1;-2,715;2,232;556,6;
616;33,7;-2,73;1,779;555,7;
616,5;33,4;-2,764;1,383;554,7;
617;36,7;-2,704;0,988;553,8;
617,5;42,2;-2,544;0,556;553;
618;44,4;-2,257;0,089;552,1;
618,5;47,3;-1,928;-0,195;551,3;
619;46,1;-1,872;-0,573;550,4;
619,5;43,7;-1,584;-1,034;549,4;
620;38,7;-1,219;-1,429;548,5;
620,5;41,6;-0,778;-1,72;547,6;
621;37;-0,43;-2,09;547,9;
621,5;28,2;-0,079;-2,439;558,1;
622;28,2;0,302;-2,484;564,4;
622,5;32,1;0,738;-2,712;563,4;
623;32,4;1,273;-2,896;562,4;
623,5;32,9;1,593;-2,773;561,4;
624;38;1,795;-2,426;560,7;
624,5;36,8;2,174;-2,459;559,7;
625;37,4;2,418;-2,362;558,7;
625,5;41,9;2,303;-1,845;557,9;
626;46,2;2,369;-1,563;557,1;
626,5;43,8;2,638;-1,338;556,2;
627;38,2;2,663;-0,966;555,2;
627,5;37,1;2,412;-0,515;554,3;
628;37,9;2,247;-0,18;553,5;
628,5;36,1;2,205;0,174;552,6;
629;29,9;2,024;0,607;551,7;
629,5;26,4;1,676;1,073;550,9;
630;29,2;1,292;1,494;550,1;
630,5;32,3;0,859;1,838;549,2;
631;30,3;0,419;2,095;549,6;
631,5;35,1;-0,025;2,172;558;
632;38,2;-0,324;2,393;562;
632,5;43,3;-0,759;2,477;561,1;
633;47;-1,133;2,442;560,2;
633,5;46,9;-1,421;2,374;559,2;
634;46;-1,756;2,37;558,4;
634,5;40,4;-2,096;2,376;557,5;
635;37,6;-2,166;2,1;556,6;
635,5;42,3;-2,274;1,824;555,9;
636;38,5;-2,623;1,732;555;
636,5;27,5;-2,835;1,428;554;
637;25,3;-2,668;0,991;553,2;
637,5;29,3;-2,594;0,599;552,5;
638;30,4;-2,503;0,165;551,6;
638,5;34,5;-2,063;-0,22;550,7;
639;40,6;-1,693;-0,572;550,1;
639,5;37,2;-1,618;-1,061;549,2;
640;39;-1,235;-1,421;548,2;
640,5;38,9;-0,756;-1,653;547,3;
641;43,2;-0,367;-1,845;547,6;
641,5;41,8;-0,035;-2,212;556,7;
642;37,6;0,339;-2,393;563,4;
642,5;37,1;0,694;-2,392;562,7;
643;38,6;1,14;-2,576;561,8;
643,5;33,6;1,596;-2,775;560,8;
644;26,7;1,949;-2,717;559,9;
644,5;26,1;2,146;-2,485;559,1;
645;28,5;2,399;-2,366;558,3;
645,5;27,9;2,712;-2,208;557,3;
646;31,2;2,672;-1,745;556,4;
646,5;36,4;2,595;-1,318;555,6;
647;37;2,643;-0,95;554,6;
647,5;40,2;2,51;-0,541;553,8;
648;45,8;2,136;-0,129;552,9;
648,5;45,9;1,96;0,191;552,1;
649;42,6;1,858;0,615;551,2;
649,5;39,1;1,582;1,027;550,3;
650;35,5;1,271;1,468;549,4;
650,5;37,3;0,829;1,743;548,5;
651;35,5;0,405;2,082;548,3;
651,5;28,1;0,022;2,424;554,7;
652;27,2;-0,323;2,592;559,7;
652,5;31,8;-0,8;2,67;558,8;
653;33,6;-1,252;2,843;557,8;
653,5;36;-1,605;2,752;557;
654;35,6;-1,843;2,544;556;
654,5;37,4;-2,177;2,448;555,2;
655;41,4;-2,384;2,343;554,2;
655,5;44,3;-2,396;1,95;553,3;
656;46,7;-2,42;1,552;552,4;
656,5;48,6;-2,597;1,303;551,5;
657;41,5;-2,701;1,006;550,5;
657,5;38,1;-2,425;0,509;549,7;
658;38,4;-2,332;0,122;548,8;
658,5;35,9;-2,315;-0,186;547,9;
659;28,5;-2,113;-0,671;546,9;
659,5;29,1;-1,718;-1,089;546,1;
660;32,2;-1,377;-1,505;545,2;
660,5;31;-0,96;-1,947;544,2;
661;33,1;-0,449;-2,134;544,8;
661,5;33,6;-0,049;-2,313;556,3;
662;36,7;0,322;-2,521;563,2;
662,5;44,6;0,757;-2,637;562,2;
663;48,2;1,185;-2,6;561,2;
663,5;48,7;1,481;-2,499;560,3;
664;47,6;1,841;-2,521;559,3;
664,5;44,1;2,167;-2,41;558,3;
665;40,6;2,34;-2,264;557,4;
665,5;40,8;2,452;-1,975;556,5;
666;38,4;2,709;-1,783;555,5;
666,5;28,3;3,007;-1,525;554,6;
667;22,2;2,964;-1,092;553,6;
667,5;25,7;2,734;-0,598;552,7;
668;28,6;2,657;-0,175;551,8;
668,5;31,1;2,362;0,171;550,9;
669;36,9;1,914;0,619;550;
669,5;36,6;1,717;1,076;549;
670;38,4;1,307;1,501;548;
670,5;40,2;0,835;1,792;547,1;
671;46,8;0,368;1,965;548,5;
671,5;45,7;0,002;2,205;558;
672;41,8;-0,327;2,478;561,7;
672,5;36,7;-0,788;2,604;560,7;
673;38,5;-1,173;2,696;559,8;
673,5;36,7;-1,635;2,822;558,9;
674;30,6;-2,024;2,801;557,9;
674,5;28,6;-2,253;2,569;557;
675;30,7;-2,461;2,395;556,1;
675,5;35,1;-2,6;2,14;555,1;
676;35,6;-2,741;1,819;554,2;
676,5;34,3;-2,728;1,397;553,2;
677;39,3;-2,658;1,007;552,4;
677,5;42,4;-2,525;0,543;551,6;
678;46;-2,234;0,109;550,6;
678,5;45,8;-1,999;-0,191;549,7;
679;46;-1,82;-0,586;548,9;
679,5;40,9;-1,616;-1,056;548;
680;38,4;-1,214;-1,431;547;
680,5;40,2;-0,809;-1,729;546,2;
681;35,8;-0,458;-2,086;546,5;
681,5;27,4;-0,071;-2,435;555,8;
682;25,5;0,304;-2,536;562,3;
682,5;30,7;0,776;-2,693;561,5;
683;32,5;1,248;-2,851;560,3;
683,5;35,3;1,621;-2,731;559,5;
684;35,7;1,842;-2,488;558,6;
684,5;38;2,104;-2,387;557,7;
685;37,8;2,376;-2,298;556,7;
685,5;41,5;2,361;-1,924;555,9;
686;45,7;2,374;-1,549;555;
686,5;44;2,59;-1,288;554,2;
687;39,1;2,661;-0,942;553,2;
687,5;36;2,432;-0,516;552,4;
688;39,4;2,175;-0,158;551,5;
688,5;35,4;2,252;0,179;550,6;
689;26,3;2,046;0,653;549,7;
689,5;29;1,626;1,013;548,9;
690;29,6;1,302;1,513;548;
690,5;30,3;0,859;1,888;547,1;
691;30,9;0,393;2,085;548,1;
691,5;33,2;0,028;2,192;557,5;
692;38,3;-0,336;2,375;561,2;
692,5;42,5;-0,76;2,555;560,3;
693;44,6;-1,12;2,439;559,4;
693,5;47,5;-1,411;2,341;558,5;
694;46,6;-1,77;2,353;557,6;
694,5;40,9;-2,107;2,323;556,7;
695;38,3;-2,136;2,065;555,8;
695,5;39,9;-2,334;1,883;555,1;
696;37,5;-2,626;1,724;554,2;
696,5;27,6;-2,836;1,456;553,2;
697;25,1;-2,675;0,973;552,5;
697,5;27,3;-2,639;0,591;551,6;
698;30,7;-2,441;0,166;550,8;
698,5;35,5;-2,072;-0,2;550;
699;39,2;-1,778;-0,579;549,2;
699,5;39,6;-1,529;-0,997;548,4;
700;39;-1,197;-1,453;547,4;
700,5;40,9;-0,728;-1,662;546,5;
701;43,9;-0,347;-1,879;546,7;
701,5;43,9;-0,03;-2,153;554,8;
702;40,9;0,332;-2,298;562;
702,5;39,2;0,709;-2,391;561,1;
703;37,6;1,153;-2,617;560,3;
703,5;34,7;1,596;-2,731;559,3;
704;27,3;1,958;-2,654;558,4;
704,5;26,7;2,182;-2,498;557,5;
705;28,5;2,435;-2,417;556,6;
705,5;29,7;2,639;-2,165;555,8;
706;32,6;2,649;-1,733;554,9;
706,5;34,7;2,626;-1,304;554,1;
707;36,6;2,691;-0,971;553,2;
707,5;41,3;2,491;-0,53;552,3;
708;46,4;2,107;-0,144;551,4;
708,5;46,1;1,948;0,184;550,5;
709;43,2;1,863;0,596;549,7;
709,5;36,6;1,642;1,074;548,7;
710;37,4;1,19;1,405;547,8;
710,5;41,3;0,795;1,717;547;
711;36,5;0,406;2,125;547,7;
711,5;29;0,016;2,405;555,5;
712;28,3;-0,308;2,491;559,6;
712,5;31,8;-0,798;2,758;558,7;
713;31,4;-1,25;2,901;557,8;
713,5;34,5;-1,596;2,708;556,9;
714;36,6;-1,894;2,585;555,9;
714,5;34,6;-2,221;2,531;555;
715;39,2;-2,369;2,311;554,1;
715,5;42,6;-2,467;1,99;553,3;
716;45,8;-2,486;1,63;552,3;
716,5;45,5;-2,604;1,31;551,3;
717;43,6;-2,603;0,928;550,5;
717,5;39,6;-2,5;0,548;549,6;
718;38,4;-2,325;0,138;548,7;
718,5;35,9;-2,255;-0,197;547,9;
719;29;-2,111;-0,66;546,8;
719,5;28,3;-1,756;-1,1;546;
720;29,4;-1,369;-1,535;545,1;
720,5;31,1;-0,951;-1,928;544,2;
721;33,1;-0,441;-2,13;544,6;
721,5;33,1;-0,034;-2,338;555,3;
722;37,1;0,31;-2,499;563,5;
722,5;46,3;0,785;-2,562;562,5;
723;48;1,199;-2,625;561,5;
723,5;49,4;1,496;-2,497;560,5;
724;49;1,78;-2,421;559,5;
724,5;44,7;2,216;-2,501;558,6;
725;41,2;2,288;-2,17;557,6;
725,5;43,3;2,391;-1,934;556,8;
726;38,1;2,746;-1,797;555,8;
726,5;29;2,967;-1,521;554,8;
727;23,8;2,91;-1,095;553,9;
727,5;25,7;2,756;-0,631;553;
728;29,5;2,641;-0,19;552,1;
728,5;30,8;2,356;0,201;551,1;
729;37,4;1,855;0,6;550,4;
729,5;36,7;1,7;1,107;549,3;
730;35,8;1,362;1,545;548,4;
730,5;42,3;0,808;1,762;547,5;
731;46,1;0,339;1,912;548,6;
731,5;44,9;0,008;2,23;559,2;
732;42,8;-0,317;2,444;562,2;
732,5;37,4;-0,736;2,638;561,2;
733;40,2;-1,16;2,627;560,3;
733,5;37,9;-1,607;2,814;559,4;
734;30,1;-2,062;2,805;558,3;
734,5;27,7;-2,244;2,54;557,5;
735;31,5;-2,458;2,401;556,6;
735,5;33,2;-2,676;2,182;555,6;
736;35,2;-2,706;1,821;554,7;
736,5;34,6;-2,711;1,397;553,8;
737;37,3;-2,729;0,982;552,9;
737,5;40,9;-2,558;0,559;552;
738;46,6;-2,16;0,119;551,2;
738,5;47,4;-1,994;-0,204;550,3;
739;47,6;-1,787;-0,574;549,4;
739,5;41,5;-1,634;-1,056;548,5;
740;37,9;-1,188;-1,449;547,5;
740,5;39,2;-0,8;-1,701;546,7;
741;36;-0,438;-2,132;546,8;
741,5;27,4;-0,057;-2,487;556,1;
742;26,9;0,324;-2,504;563,1;
742,5;32,4;0,766;-2,651;562,3;
743;32,4;1,276;-2,939;561,3;
743,5;32,6;1,615;-2,773;560,3;
744;37,7;1,78;-2,419;559,5;
744,5;38,2;2,143;-2,44;558,6;
745;38,8;2,405;-2,313;557,6;
745,5;41,2;2,4;-1,885;556,7;
746;45,6;2,366;-1,525;555,9;
746,5;44,8;2,583;-1,309;555;
747;39,2;2,666;-0,966;554;
747,5;34,3;2,472;-0,56;553,2;
748;37;2,237;-0,175;552,4;
748,5;34,1;2,242;0,177;551,5;
749;29,8;2,034;0,64;550,6;
749,5;27,9;1,669;1,046;549,7;
750;29,7;1,268;1,466;548,9;
750,5;32,4;0,863;1,857;548;
751;31,6;0,422;2,151;548,7;
751,5;30,9;0;2,234;558,9;
752;39,1;-0,302;2,304;561,9;
752,5;43,5;-0,769;2,543;561;
753;44;-1,135;2,551;560,1;
753,5;48,7;-1,383;2,297;559,1;
754;47,8;-1,705;2,311;558,2;
754,5;41,4;-2,08;2,394;557,3;
755;37;-2,21;2,152;556,5;
755,5;41,9;-2,253;1,829;555,7;
756;37,4;-2,614;1,704;554,7;
756,5;29,6;-2,788;1,431;553,9;
757;25,3;-2,736;1,008;553,1;
757,5;26,2;-2,585;0,561;552,2;
758;31,2;-2,427;0,166;551,4;
758,5;35,9;-2,114;-0,207;550,6;
759;38,4;-1,752;-0,592;549,8;
759,5;39,5;-1,519;-0,999;549;
760;39,7;-1,222;-1,458;548,1;
760,5;40,2;-0,739;-1,657;547,2;
761;42,6;-0,347;-1,869;547,5;
761,5;42,2;-0,042;-2,172;555,7;
762;39,1;0,331;-2,363;562,2;
762,5;37,9;0,716;-2,429;561,3;
763;36,4;1,183;-2,659;560,5;
763,5;30,9;1,602;-2,783;559,5;
764;26,5;1,942;-2,7;558,5;
764,5;26,4;2,216;-2,527;557,7;
765;28,2;2,41;-2,351;556,8;
765,5;30,5;2,618;-2,132;556;
766;32,5;2,686;-1,757;555,1;
766,5;33,9;2,66;-1,361;554,3;
767;37,3;2,636;-0,968;553,3;
767,5;42,1;2,51;-0,554;552,5;
768;45,1;2,16;-0,135;551,6;
768,5;45,4;1,916;0,214;550,8;
769;42,7;1,864;0,609;549,8;
769,5;38,7;1,621;1,049;549;
770;37,5;1,229;1,423;548;
770,5;42,8;0,741;1,669;547,2;
771;35;0,407;2,144;548,3;
771,5;28,7;0,007;2,423;558,3;
772;24,5;-0,331;2,611;562,2;
772,5;31,6;-0,776;2,656;561,3;
773;34,7;-1,232;2,911;560,3;
773,5;32,6;-1,655;2,786;559,4;
774;35,9;-1,835;2,487;558,5;
774,5;36,5;-2,169;2,502;557,6;
775;39,7;-2,322;2,263;556,7;
775,5;42,9;-2,293;1,843;555,8;
776;45,9;-2,288;1,426;555;
776,5;46,3;-2,381;1,209;554,2;
777;40,9;-2,331;0,831;553,3;
777,5;37,6;-2,041;0,43;552,6;
778;35,3;-1,946;0,102;551,9;
778,5;29,4;-1,882;-0,186;551,2;
779;22;-1,669;-0,543;550,6;
779,5;21,7;-1,281;-0,868;550,1;
780;24,7;-0,978;-1,163;549,4;
780,5;26,4;-0,561;-1,297;548,9;
781;32,5;-0,229;-1,283;549,1;
781,5;35,4;0;-1,356;556,3;
782;37,6;0,212;-1,286;561,9;
782,5;39,1;0,439;-1,242;561,5;
783;33,3;0,619;-1,357;561;
783,5;31,6;0,732;-1,193;560,5;
784;28,5;0,806;-1,053;560,3;
784,5;21,4;1,014;-1,101;559,9;
785;15,1;1,122;-1,086;559,5;
785,5;19,7;0,995;-0,765;559,3;
786;21,7;0,986;-0,597;559;
786,5;25;0,777;-0,365;558,8;
787;27,8;0,592;-0,175;558,6;
787,5;28,5;0,581;-0,101;558,4;
788;26,6;0,429;-0,017;558,2;
788,5;30,1;0,293;0,041;558,1;
789;27,2;0,288;0,133;557,8;
789,5;26;0,143;0,157;557,8;
790;22,4;0,05;0,113;557,6;
790,5;14,7;0,14;0,271;557,5;
791;11,1;0,061;0,304;557,5;
791,5;12,6;-0,041;0,252;559,5;
792;14,9;-0,047;0,261;561,1;
792,5;13,6;-0,041;0,138;561;
793;15,1;-0,032;0,096;560,9;
793,5;19,5;0,026;-0,002;560,8;
794;22,8;0,114;-0,123;560,7;
794,5;24,1;0,226;-0,225;560,7;
795;20,7;0,128;-0,162;560,7;
795,5;15,4;0,149;-0,128;560,7;
796;14,5;0,162;-0,101;560,6;
796,5;11,9;0,212;-0,105;560,6;
797;7,2;0,166;-0,072;560,6;
797,5;3,7;0,047;0,011;560,7;
798;2,6;0,044;0,026;560,6;
798,5;5,4;0,041;0,031;560,7;
799;7,1;0,061;0,063;560,6;
799,5;11,6;0,208;0,162;560,6;
800;16,1;0,142;0,264;560,6;
800,5;15;0,049;0,227;560,6;
801;19,8;0,026;0,42;560,6;
801,5;22;-0,002;0,373;561,2;
802;22;-0,079;0,422;561,5;
802,5;19,3;-0,148;0,34;561,5;
803;14,8;-0,185;0,403;561,5;
803,5;10,2;-0,222;0,282;561,5;
804;11;-0,142;0,126;561,4;
804,5;9;-0,073;0,079;561,5;
805;8,1;-0,11;0,101;561,4;
805,5;9,5;-0,153;0,107;561,4;
806;8,7;-0,04;0,007;561,4;
806,5;9,2;0,001;-0,017;561,4;
807;12,9;-0,147;-0,007;561,3;
807,5;17,5;-0,151;0,012;561,2;
808;20,8;-0,059;0,011;561,3;
808,5;22,5;-0,096;0,007;561,1;
809;25,6;-0,124;-0,047;561,1;
809,5;23,4;-0,061;-0,018;561,1;
810;25,9;-0,027;-0,036;561,1;
810,5;21,2;0,026;0,044;561;
811;20,5;0,003;0,111;560,9;
811,5;22,9;-0,021;0,13;561,1;
812;17,5;-0,076;0,317;561,2;
812,5;13,4;-0,196;0,47;561,1;
813;10,2;-0,232;0,567;561;
813,5;13,3;-0,321;0,548;560,8;
814;15,1;-0,434;0,599;560,7;
814,5;17,9;-0,496;0,543;560,6;
815;18,2;-0,541;0,537;560,4;
815,5;18,8;-0,594;0,449;560,3;
816;25,7;-0,606;0,37;560,1;
816,5;33,1;-0,546;0,23;559,9;
817;32,9;-0,506;0,145;559,8;
817,5;33,6;-0,387;0,035;559,7;
818;29,8;-0,598;-0,009;559,4;
818,5;26,8;-0,658;-0,124;559,3;
819;29,6;-0,496;-0,22;559,1;
819,5;33;-0,334;-0,311;558,8;
820;26,3;-0,382;-0,533;558,6;
820,5;23,6;-0,265;-0,669;558,3;
821;19,7;-0,123;-0,854;558;
821,5;18,6;0,02;-0,952;558,6;
822;21,9;0,186;-1,042;559;
822,5;22,3;0,399;-1,123;558,8;
823;20,4;0,595;-1,212;558,5;
823,5;20,2;0,722;-1,177;558,1;
